"id","userID","sessionID","actionTaken","actionTime","duration","originalRECNO","application","timeline","Window"
"153","ID01","ID01_Session01","Left mouse button pressed","16:19:12.242","00:00:00.094000","274","firefox.exe","00:25:48.412000","Toyota ranks low on list of a...eb. 10, 2010 - Mozilla Firefox"
"154","ID01","ID01_Session01","Left mouse button pressed","16:19:13.211","00:00:00.109000","276","firefox.exe","00:25:49.381000","Toyota ranks low on list of a...eb. 10, 2010 - Mozilla Firefox"
"155","ID01","ID01_Session01","Mouse wheel","16:19:21.930","00:00:38.077000","278","firefox.exe","00:25:58.100000","Toyota ranks low on list of a...eb. 10, 2010 - Mozilla Firefox"
"156","ID01","ID01_Session01","Left mouse button pressed","16:20:41.007","00:00:00.094000","280","firefox.exe","00:27:17.177000","Toyota ranks low on list of a...eb. 10, 2010 - Mozilla Firefox"
"157","ID01","ID01_Session01","Mouse wheel","16:20:41.867","00:00:02.640000","282","firefox.exe","00:27:18.037000","Toyota ranks low on list of a...eb. 10, 2010 - Mozilla Firefox"
"158","ID01","ID01_Session01","Left mouse button pressed","16:20:44.507","00:00:00.094000","284","firefox.exe","00:27:20.677000","Toyota ranks low on list of a...eb. 10, 2010 - Mozilla Firefox"
"159","ID01","ID01_Session01","Mouse wheel","16:21:08.773","00:00:04.109000","286","firefox.exe","00:27:44.943000","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox"
"160","ID01","ID01_Session01","Left mouse button pressed","16:21:12.882","00:00:00.109000","288","firefox.exe","00:27:49.052000","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox"
"161","ID01","ID01_Session01","Left mouse button pressed","16:21:14.991","00:00:00.094000","290","firefox.exe","00:27:51.161000","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox"
"162","ID01","ID01_Session01","Left mouse button pressed","16:21:19.429","00:00:00.109000","292","firefox.exe","00:27:55.599000","Toyota's next problem: Lawsui...Feb. 9, 2010 - Mozilla Firefox"
"163","ID01","ID01_Session01","Left mouse button pressed","16:21:20.788","00:00:00.375000","294","firefox.exe","00:27:56.958000","Toyota's next problem: Lawsui...Feb. 9, 2010 - Mozilla Firefox"
"164","ID01","ID01_Session01","Left mouse button pressed","16:21:21.351","00:00:00.062000","296","firefox.exe","00:27:57.521000","Toyota's next problem: Lawsui...Feb. 9, 2010 - Mozilla Firefox"
"165","ID01","ID01_Session01","Mouse wheel","16:21:31.351","00:00:12.484000","298","firefox.exe","00:28:07.521000","Toyota's next problem: Lawsui...Feb. 9, 2010 - Mozilla Firefox"
"166","ID01","ID01_Session01","Left mouse button pressed","16:21:43.835","00:00:00.109000","300","firefox.exe","00:28:20.005000","Toyota's next problem: Lawsui...Feb. 9, 2010 - Mozilla Firefox"
"167","ID01","ID01_Session01","Mouse wheel","16:21:44.929","00:00:15.078000","302","firefox.exe","00:28:21.099000","Toyota's next problem: Lawsui...Feb. 9, 2010 - Mozilla Firefox"
"168","ID01","ID01_Session01","Left mouse button pressed","16:22:01.569","00:00:00.094000","304","firefox.exe","00:28:37.739000","Toyota's next problem: Lawsui...Feb. 9, 2010 - Mozilla Firefox"
"169","ID01","ID01_Session01","Left mouse button pressed","16:22:04.225","00:00:00.125000","306","firefox.exe","00:28:40.395000","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox"
"170","ID01","ID01_Session01","Mouse wheel","16:22:06.507","00:00:35.765000","308","firefox.exe","00:28:42.677000","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox"
"171","ID01","ID01_Session01","Left mouse button pressed","16:22:42.272","00:00:00.094000","310","firefox.exe","00:29:18.442000","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox"
"172","ID01","ID01_Session01","Mouse wheel","16:22:43.038","00:00:16.968000","312","firefox.exe","00:29:19.208000","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox"
