Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:02:23,18:56:10,460,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:02:23,18:56:19,539,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,269,674,903.06,5022.23,0.18, 
2010:02:23,18:56:19,710,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,269,674,0.00,0.00,0.00, 
2010:02:23,18:56:22,820,"firefox.exe","Cheney had mild heart attack,...ys - CNN.com - Mozilla Firefox",Mouse wheel,398,557,174.16,493.09,0.35, 
2010:02:23,18:57:00,929,"Explorer.EXE","6:56 PM",Mouse wheel stopped,705,457,0.00,0.00,1.00,7 Wheel actions
2010:02:23,18:57:29,945,"firefox.exe","Cheney had mild heart attack,...ys - CNN.com - Mozilla Firefox",Mouse wheel,710,460,450.62,589.42,0.76, 
2010:02:23,18:58:00,930,"Explorer.EXE","6:57 PM",Mouse wheel stopped,486,595,0.00,0.00,1.00,6 Wheel actions
2010:02:23,18:58:07,899,"firefox.exe","Cheney had mild heart attack,...ys - CNN.com - Mozilla Firefox",Mouse wheel,385,570,109.84,217.44,0.51, 
2010:02:23,18:58:13,367,"firefox.exe","Cheney had mild heart attack,...ys - CNN.com - Mozilla Firefox",Mouse wheel stopped,116,71,0.00,0.00,1.00,4 Wheel actions
2010:02:23,18:58:13,367,"firefox.exe","Cheney had mild heart attack,...ys - CNN.com - Mozilla Firefox",Left mouse button pressed,116,71,514.63,897.29,0.57, 
2010:02:23,18:58:13,555,"firefox.exe","Cheney had mild heart attack,...ys - CNN.com - Mozilla Firefox",Left mouse button released,116,71,0.00,0.00,0.00, 
2010:02:23,18:58:20,805,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,269,534,487.62,1104.46,0.44, 
2010:02:23,18:58:20,930,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,269,534,0.00,0.00,0.00, 
2010:02:23,18:58:34,336,"firefox.exe","Navy says it is ready to end ...es - CNN.com - Mozilla Firefox",Mouse wheel,670,394,424.74,887.56,0.48, 
2010:02:23,18:59:00,930,"Explorer.EXE","6:58 PM",Mouse wheel stopped,652,396,0.00,0.00,1.00,5 Wheel actions
2010:02:23,18:59:18,758,"firefox.exe","Navy says it is ready to end ...es - CNN.com - Mozilla Firefox",Mouse wheel,145,273,521.47,1220.57,0.43, 
2010:02:23,18:59:33,196,"firefox.exe","Navy says it is ready to end ...es - CNN.com - Mozilla Firefox",Mouse wheel stopped,839,489,0.00,0.00,1.00,17 Wheel actions
2010:02:23,18:59:33,196,"firefox.exe","Navy says it is ready to end ...es - CNN.com - Mozilla Firefox",Left mouse button pressed,839,489,705.24,1177.43,0.60, 
2010:02:23,18:59:33,337,"firefox.exe","Navy says it is ready to end ...es - CNN.com - Mozilla Firefox",Left mouse button released,838,489,1.00,1.00,1.00, 
2010:02:23,18:59:35,384,"firefox.exe","Did Kim Kardashian ID an air ...l? - CNN.com - Mozilla Firefox",Mouse wheel,565,412,283.65,695.67,0.41, 
2010:02:23,19:00:00,931,"Explorer.EXE","6:59 PM",Mouse wheel stopped,261,484,0.00,0.00,1.00,8 Wheel actions
2010:02:23,19:00:45,572,"firefox.exe","Did Kim Kardashian ID an air ...l? - CNN.com - Mozilla Firefox",Mouse wheel,261,605,121.00,462.50,0.26, 
2010:02:23,19:01:00,931,"Explorer.EXE","7:00 PM",Mouse wheel stopped,244,602,0.00,0.00,1.00,3 Wheel actions
2010:02:23,19:01:03,775,"firefox.exe","Did Kim Kardashian ID an air ...l? - CNN.com - Mozilla Firefox",Mouse wheel,242,602,19.24,22.00,0.87, 
2010:02:23,19:01:27,759,"firefox.exe","Did Kim Kardashian ID an air ...l? - CNN.com - Mozilla Firefox",Mouse wheel stopped,116,69,0.00,0.00,1.00,21 Wheel actions
2010:02:23,19:01:27,759,"firefox.exe","Did Kim Kardashian ID an air ...l? - CNN.com - Mozilla Firefox",Left mouse button pressed,116,69,536.48,1834.65,0.29, 
2010:02:23,19:01:27,947,"firefox.exe","Did Kim Kardashian ID an air ...l? - CNN.com - Mozilla Firefox",Left mouse button released,116,69,0.00,0.00,0.00, 
2010:02:23,19:01:34,728,"firefox.exe","Navy says it is ready to end ...es - CNN.com - Mozilla Firefox",Left mouse button pressed,862,538,881.18,1456.50,0.60, 
2010:02:23,19:01:34,916,"firefox.exe","Navy says it is ready to end ...es - CNN.com - Mozilla Firefox",Left mouse button released,859,538,3.00,3.00,1.00, 
2010:02:23,19:02:16,978,"firefox.exe","Police, relative: California ...up - CNN.com - Mozilla Firefox",Mouse wheel,536,341,378.34,843.68,0.45, 
2010:02:23,19:03:00,932,"Explorer.EXE","7:02 PM",Mouse wheel stopped,274,476,0.00,0.00,1.00,16 Wheel actions
2010:02:23,19:03:25,588,"firefox.exe","Police, relative: California ...up - CNN.com - Mozilla Firefox",Mouse wheel,621,436,292.84,8463.80,0.03, 
2010:02:23,19:04:00,573,"firefox.exe","Police, relative: California ...up - CNN.com - Mozilla Firefox",Mouse wheel stopped,1180,444,0.00,0.00,1.00,9 Wheel actions
2010:02:23,19:04:00,573,"firefox.exe","Police, relative: California ...up - CNN.com - Mozilla Firefox",Left mouse button pressed,1180,444,341.68,461.76,0.74, 
2010:02:23,19:04:13,870,"Explorer.EXE","Program Manager",Left mouse button released,1196,542,99.30,754.47,0.13, 
2010:02:23,19:04:14,901,"firefox.exe","Police, relative: California ...up - CNN.com - Mozilla Firefox",Left mouse button pressed,601,203,684.80,873.66,0.78, 
2010:02:23,19:04:15,042,"firefox.exe","Police, relative: California ...up - CNN.com - Mozilla Firefox",Left mouse button released,601,203,0.00,0.00,0.00, 
2010:02:23,19:04:16,635,"firefox.exe","Aruba prosecutor: TV confessi...e' - CNN.com - Mozilla Firefox",Left mouse button pressed,125,61,496.73,545.66,0.91, 
