Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:03:04,13:00:07,007,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:03:04,13:00:08,288,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,575,19,1113.03,1878.86,0.59, 
2010:03:04,13:00:08,335,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,575,19,0.00,0.00,0.00, 
2010:03:04,13:00:09,070,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,74,474,676.78,685.55,0.99, 
2010:03:04,13:00:09,163,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,74,474,0.00,0.00,0.00, 
2010:03:04,13:00:20,446,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Mouse wheel,109,448,43.60,189.69,0.23, 
2010:03:04,13:00:22,306,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Mouse wheel stopped,610,370,0.00,0.00,1.00,4 Wheel actions
2010:03:04,13:00:22,306,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,610,370,507.04,632.15,0.80, 
2010:03:04,13:00:22,384,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,610,370,0.00,0.00,0.00, 
2010:03:04,13:00:24,228,"firefox.exe","Investigators on way after wa...rs - CNN.com - Mozilla Firefox",Mouse wheel,140,435,474.47,479.14,0.99, 
2010:03:04,13:01:00,811,"Explorer.EXE","1:00 PM",Mouse wheel stopped,138,433,0.00,0.00,1.00,10 Wheel actions
2010:03:04,13:01:21,158,"firefox.exe","Investigators on way after wa...rs - CNN.com - Mozilla Firefox",Mouse wheel,288,437,156.00,299.57,0.52, 
2010:03:04,13:02:00,820,"Explorer.EXE","1:01 PM",Mouse wheel stopped,318,306,0.00,0.00,1.00,14 Wheel actions
2010:03:04,13:02:10,977,"firefox.exe","Investigators on way after wa...rs - CNN.com - Mozilla Firefox",Left mouse button pressed,31,61,385.05,419.13,0.92, 
2010:03:04,13:02:11,103,"firefox.exe","Investigators on way after wa...rs - CNN.com - Mozilla Firefox",Left mouse button released,31,61,0.00,0.00,0.00, 
2010:03:04,13:02:28,683,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,729,621,894.88,1068.42,0.84, 
2010:03:04,13:02:28,824,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,729,621,0.00,0.00,0.00, 
2010:03:04,13:02:31,371,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,595,505,177.23,187.59,0.94, 
2010:03:04,13:03:00,825,"Explorer.EXE","1:02 PM",Mouse wheel stopped,582,452,0.00,0.00,1.00,7 Wheel actions
2010:03:04,13:03:09,842,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,581,453,53.85,250.18,0.22, 
2010:03:04,13:03:56,485,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel stopped,545,481,0.00,0.00,1.00,22 Wheel actions
2010:03:04,13:03:56,485,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,545,481,500.16,597.51,0.84, 
2010:03:04,13:03:56,672,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button released,545,481,0.00,0.00,0.00, 
2010:03:04,13:03:57,141,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,545,481,0.00,0.00,0.00, 
2010:03:04,13:04:00,829,"Explorer.EXE","1:03 PM",Mouse wheel stopped,525,480,0.00,0.00,1.00,3 Wheel actions
2010:03:04,13:04:01,625,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,525,480,5.00,5.00,1.00, 
2010:03:04,13:04:21,751,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel stopped,248,371,0.00,0.00,1.00,18 Wheel actions
2010:03:04,13:04:21,751,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,248,371,259.62,263.48,0.99, 
2010:03:04,13:04:21,861,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button released,248,372,1.00,1.00,1.00, 
2010:03:04,13:04:31,299,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,177,458,111.52,992.45,0.11, 
2010:03:04,13:04:31,424,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button released,177,458,0.00,0.00,0.00, 
2010:03:04,13:04:33,940,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,122,535,94.63,102.71,0.92, 
2010:03:04,13:04:40,627,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel stopped,242,592,0.00,0.00,1.00,2 Wheel actions
2010:03:04,13:04:40,627,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,242,592,132.85,199.58,0.67, 
2010:03:04,13:04:40,799,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button released,242,592,0.00,0.00,0.00, 
2010:03:04,13:04:42,128,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,2,579,240.35,279.18,0.86, 
2010:03:04,13:04:44,299,"agent.exe","<Unknown window>",Mouse wheel stopped,4,579,0.00,0.00,1.00,3 Wheel actions
2010:03:04,13:05:10,848,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,14,579,10.00,68.97,0.14, 
2010:03:04,13:05:14,254,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel stopped,203,340,0.00,0.00,1.00,7 Wheel actions
2010:03:04,13:05:14,254,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,203,340,305.48,325.69,0.94, 
2010:03:04,13:05:14,364,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button released,203,340,0.00,0.00,0.00, 
2010:03:04,13:05:16,723,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,271,714,380.13,435.40,0.87, 
2010:03:04,13:05:16,832,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button released,271,714,0.00,0.00,0.00, 
2010:03:04,13:05:17,973,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,67,723,204.20,219.76,0.93, 
2010:03:04,13:06:00,835,"Explorer.EXE","1:05 PM",Mouse wheel stopped,55,731,0.00,0.00,1.00,6 Wheel actions
2010:03:04,13:06:18,632,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel,0,327,407.73,1164.81,0.35, 
2010:03:04,13:06:27,102,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Mouse wheel stopped,19,55,0.00,0.00,1.00,2 Wheel actions
2010:03:04,13:06:27,102,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,19,55,272.66,289.31,0.94, 
2010:03:04,13:06:27,195,"firefox.exe","World's Most Admired Companie...CNNMoney.com - Mozilla Firefox",Left mouse button released,19,55,0.00,0.00,0.00, 
