Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:03:11,13:54:04,650,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:03:11,13:54:12,150,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,108,587,596.85,4075.93,0.15, 
2010:03:11,13:54:12,290,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,108,587,0.00,0.00,0.00, 
2010:03:11,13:54:13,618,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Mouse wheel,108,587,0.00,0.00,0.00, 
2010:03:11,13:54:36,587,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Mouse wheel stopped,182,769,0.00,0.00,1.00,3 Wheel actions
2010:03:11,13:54:36,587,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,182,769,203.23,211.56,0.96, 
2010:03:11,13:54:36,697,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,182,769,0.00,0.00,0.00, 
2010:03:11,13:54:42,290,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel,95,693,115.52,259.47,0.45, 
2010:03:11,13:55:00,197,"Explorer.EXE","1:54 PM",Mouse wheel stopped,95,693,0.00,0.00,1.00,5 Wheel actions
2010:03:11,13:55:06,916,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel,95,693,0.00,0.00,0.00, 
2010:03:11,13:55:19,634,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel stopped,81,741,0.00,0.00,1.00,1 Wheel actions
2010:03:11,13:55:19,634,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button pressed,81,741,745.41,3112.81,0.24, 
2010:03:11,13:55:19,916,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button released,81,741,0.00,0.00,0.00, 
2010:03:11,13:55:35,760,"firefox.exe","<Unknown window>",Middle mouse button pressed,76,742,5.10,66.00,0.08, 
2010:03:11,13:55:35,994,"firefox.exe","<Unknown window>",Middle mouse button released,76,742,0.00,0.00,0.00, 
2010:03:11,13:55:44,228,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel,71,742,54.56,162.38,0.34, 
2010:03:11,13:56:00,197,"Explorer.EXE","1:55 PM",Mouse wheel stopped,71,742,0.00,0.00,1.00,2 Wheel actions
2010:03:11,13:56:33,650,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel,71,742,0.00,0.00,0.00, 
2010:03:11,13:56:38,041,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel stopped,71,742,0.00,0.00,1.00,4 Wheel actions
2010:03:11,13:56:38,041,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button pressed,71,742,5.00,5.00,1.00, 
2010:03:11,13:56:38,244,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button released,71,742,0.00,0.00,0.00, 
2010:03:11,13:56:41,854,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button pressed,71,766,24.00,24.00,1.00, 
2010:03:11,13:56:42,088,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button released,71,766,0.00,0.00,0.00, 
2010:03:11,13:57:16,979,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel,28,673,81.30,147.10,0.55, 
2010:03:11,13:57:52,260,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel stopped,88,715,0.00,0.00,1.00,7 Wheel actions
2010:03:11,13:57:52,260,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button pressed,88,715,53.76,309.68,0.17, 
2010:03:11,13:57:52,494,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Middle mouse button released,88,715,0.00,0.00,0.00, 
2010:03:11,13:58:35,182,"firefox.exe","<Unknown window>",Middle mouse button pressed,78,712,10.44,133.83,0.08, 
2010:03:11,13:58:35,432,"firefox.exe","<Unknown window>",Middle mouse button released,78,712,0.00,0.00,0.00, 
2010:03:11,13:58:37,557,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Left mouse button pressed,572,836,474.65,693.67,0.68, 
2010:03:11,13:58:37,650,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Left mouse button released,572,836,0.00,0.00,0.00, 
2010:03:11,13:58:50,994,"firefox.exe","Sony unveils Move, its PS3 mo...er - CNN.com - Mozilla Firefox",Mouse wheel,107,887,467.79,478.39,0.98, 
