Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:02:26,17:34:17,529,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:02:26,17:34:30,326,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,334,266,1091.24,5479.42,0.20, 
2010:02:26,17:34:30,451,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,334,266,0.00,0.00,0.00, 
2010:02:26,17:34:33,826,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Mouse wheel,506,314,178.57,210.24,0.85, 
2010:02:26,17:34:35,857,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Mouse wheel stopped,378,177,0.00,0.00,1.00,13 Wheel actions
2010:02:26,17:34:35,857,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button pressed,378,177,196.33,206.10,0.95, 
2010:02:26,17:34:35,951,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button released,378,177,0.00,0.00,0.00, 
2010:02:26,17:34:39,091,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button pressed,255,782,617.38,1123.76,0.55, 
2010:02:26,17:34:39,232,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button released,255,782,0.00,0.00,0.00, 
2010:02:26,17:34:40,404,"firefox.exe","Rochette earns bronze, thanks...er - CNN.com - Mozilla Firefox",Mouse wheel,458,568,294.97,309.54,0.95, 
2010:02:26,17:34:47,373,"firefox.exe","Rochette earns bronze, thanks...er - CNN.com - Mozilla Firefox",Mouse wheel stopped,27,59,0.00,0.00,1.00,50 Wheel actions
2010:02:26,17:34:47,373,"firefox.exe","Rochette earns bronze, thanks...er - CNN.com - Mozilla Firefox",Left mouse button pressed,27,59,665.22,994.44,0.67, 
2010:02:26,17:34:47,466,"firefox.exe","Rochette earns bronze, thanks...er - CNN.com - Mozilla Firefox",Left mouse button released,27,59,0.00,0.00,0.00, 
2010:02:26,17:35:02,873,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button pressed,785,270,786.82,1324.04,0.59, 
2010:02:26,17:35:02,951,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button released,785,270,0.00,0.00,0.00, 
2010:02:26,17:35:05,920,"firefox.exe","Living News - Personal Wellne...le - CNN.com - Mozilla Firefox",Mouse wheel,567,351,232.56,1317.99,0.18, 
