Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:03:10,17:13:50,207,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:03:10,17:13:52,254,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,1132,303,679.46,2015.19,0.34, 
2010:03:10,17:13:52,316,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,1132,303,0.00,0.00,0.00, 
2010:03:10,17:13:53,597,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Mouse wheel,561,444,588.15,748.87,0.79, 
2010:03:10,17:13:57,082,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Mouse wheel stopped,284,592,0.00,0.00,1.00,2 Wheel actions
2010:03:10,17:13:57,082,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,284,592,307.90,732.59,0.42, 
2010:03:10,17:13:57,144,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,284,592,0.00,0.00,0.00, 
2010:03:10,17:13:58,847,"firefox.exe","Cafferty File: Tell Jack how ...from CNN.com - Mozilla Firefox",Mouse wheel,283,592,1.00,1.00,1.00, 
2010:03:10,17:14:00,488,"Explorer.EXE","5:13 PM",Mouse wheel stopped,280,591,0.00,0.00,1.00,6 Wheel actions
2010:03:10,17:14:01,066,"firefox.exe","Cafferty File: Tell Jack how ...from CNN.com - Mozilla Firefox",Mouse wheel,280,591,0.00,0.00,0.00, 
2010:03:10,17:14:51,816,"agent.exe","<Unknown window>",Mouse wheel stopped,60,126,0.00,0.00,1.00,5 Wheel actions
2010:03:10,17:14:58,660,"firefox.exe","Cafferty File: Tell Jack how ...from CNN.com - Mozilla Firefox",Left mouse button pressed,27,66,416.20,452.64,0.92, 
2010:03:10,17:14:58,801,"firefox.exe","Cafferty File: Tell Jack how ...from CNN.com - Mozilla Firefox",Left mouse button released,27,66,0.00,0.00,0.00, 
2010:03:10,17:15:06,332,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,672,235,666.77,1316.95,0.51, 
2010:03:10,17:15:06,488,"Explorer.EXE","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,672,235,0.00,0.00,0.00, 
2010:03:10,17:15:07,113,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,683,235,11.00,11.00,1.00, 
2010:03:10,17:15:07,223,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,683,235,0.00,0.00,0.00, 
2010:03:10,17:15:18,207,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button pressed,262,535,516.95,662.17,0.78, 
2010:03:10,17:15:18,270,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button released,262,535,0.00,0.00,0.00, 
2010:03:10,17:15:19,457,"firefox.exe","At conference, iPhone game de...ut - CNN.com - Mozilla Firefox",Mouse wheel,262,535,0.00,0.00,0.00, 
2010:03:10,17:15:23,504,"firefox.exe","At conference, iPhone game de...ut - CNN.com - Mozilla Firefox",Mouse wheel stopped,17,54,0.00,0.00,1.00,10 Wheel actions
2010:03:10,17:15:23,504,"firefox.exe","At conference, iPhone game de...ut - CNN.com - Mozilla Firefox",Left mouse button pressed,17,54,542.48,571.69,0.95, 
2010:03:10,17:15:23,613,"firefox.exe","At conference, iPhone game de...ut - CNN.com - Mozilla Firefox",Left mouse button released,17,54,0.00,0.00,0.00, 
2010:03:10,17:15:39,629,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button pressed,456,764,834.76,1084.73,0.77, 
2010:03:10,17:15:39,723,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button released,456,764,0.00,0.00,0.00, 
2010:03:10,17:15:43,239,"firefox.exe","10 big dot.com flops - Pets.c...CNNMoney.com - Mozilla Firefox",Mouse wheel,711,527,348.13,730.20,0.48, 
2010:03:10,17:16:00,489,"Explorer.EXE","5:15 PM",Mouse wheel stopped,710,527,0.00,0.00,1.00,4 Wheel actions
2010:03:10,17:16:16,333,"firefox.exe","10 big dot.com flops - Pets.c...CNNMoney.com - Mozilla Firefox",Left mouse button pressed,26,55,831.05,1317.74,0.63, 
2010:03:10,17:16:16,395,"firefox.exe","10 big dot.com flops - Pets.c...CNNMoney.com - Mozilla Firefox",Left mouse button released,26,55,0.00,0.00,0.00, 
2010:03:10,17:16:17,379,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button pressed,55,59,29.27,44.13,0.66, 
2010:03:10,17:16:17,458,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button released,55,59,0.00,0.00,0.00, 
2010:03:10,17:16:20,411,"firefox.exe","10 big dot.com flops - Pets.c...CNNMoney.com - Mozilla Firefox",Mouse wheel,127,317,267.86,272.10,0.98, 
