Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:03:01,17:52:26,144,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:03:01,17:52:37,738,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,740,5,740.02,8666.59,0.09, 
2010:03:01,17:52:37,800,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,740,5,0.00,0.00,0.00, 
2010:03:01,17:52:39,566,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,321,272,496.84,698.40,0.71, 
2010:03:01,17:52:39,660,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,321,272,0.00,0.00,0.00, 
2010:03:01,17:52:45,285,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button pressed,454,385,174.52,264.09,0.66, 
2010:03:01,17:52:45,379,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button released,454,385,0.00,0.00,0.00, 
2010:03:01,17:52:47,410,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button pressed,1062,459,612.49,753.62,0.81, 
2010:03:01,17:52:47,488,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button released,1061,459,1.00,1.00,1.00, 
2010:03:01,17:53:20,223,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Mouse wheel,623,722,510.89,727.23,0.70, 
2010:03:01,17:53:22,113,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Mouse wheel stopped,525,720,0.00,0.00,1.00,2 Wheel actions
2010:03:01,17:53:22,113,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Left mouse button pressed,525,720,98.02,139.43,0.70, 
2010:03:01,17:53:22,676,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Left mouse button released,601,721,76.01,76.12,1.00, 
2010:03:01,17:53:23,035,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Left mouse button pressed,633,720,32.02,32.41,0.99, 
2010:03:01,17:53:23,207,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Left mouse button released,633,720,0.00,0.00,0.00, 
2010:03:01,17:53:48,238,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Mouse wheel,585,693,55.07,1653.26,0.03, 
2010:03:01,17:54:00,098,"Explorer.EXE","5:53 PM",Mouse wheel stopped,504,748,0.00,0.00,1.00,2 Wheel actions
2010:03:01,17:54:00,613,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Mouse wheel,503,747,98.18,308.66,0.32, 
2010:03:01,17:54:08,723,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Mouse wheel stopped,503,744,0.00,0.00,1.00,35 Wheel actions
2010:03:01,17:54:08,723,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Key pressed,503,744,-1.00,-1.00,1.00,Backspace
2010:03:01,17:54:08,723,"firefox.exe","Texas businessman charged in ...ng - CNN.com - Mozilla Firefox",Key pressed,503,744,-1.00,-1.00,1.00,\
2010:03:01,17:54:15,520,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button pressed,670,519,280.20,602.60,0.46, 
2010:03:01,17:54:15,645,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button released,670,519,0.00,0.00,0.00, 
2010:03:01,17:54:17,004,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button pressed,1084,581,418.62,592.79,0.71, 
2010:03:01,17:54:17,098,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button released,1084,581,0.00,0.00,0.00, 
2010:03:01,17:54:22,270,"firefox.exe","Tabasco: 142 years old and st...Mar. 1, 2010 - Mozilla Firefox",Mouse wheel,434,633,652.08,672.32,0.97, 
2010:03:01,17:54:28,567,"firefox.exe","Tabasco: 142 years old and st...Mar. 1, 2010 - Mozilla Firefox",Mouse wheel stopped,434,633,0.00,0.00,1.00,6 Wheel actions
2010:03:01,17:54:28,567,"firefox.exe","Tabasco: 142 years old and st...Mar. 1, 2010 - Mozilla Firefox",Key pressed,434,633,-1.00,-1.00,1.00,Backspace
2010:03:01,17:54:35,709,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Mouse wheel,765,556,339.84,348.97,0.97, 
2010:03:01,17:54:51,742,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Mouse wheel stopped,27,55,0.00,0.00,1.00,44 Wheel actions
2010:03:01,17:54:51,742,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button pressed,27,55,983.63,1408.48,0.70, 
2010:03:01,17:54:51,852,"firefox.exe","NewsPulse - Get the news filt...ar - CNN.com - Mozilla Firefox",Left mouse button released,27,55,0.00,0.00,0.00, 
2010:03:01,17:54:54,508,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,387,265,416.77,878.64,0.47, 
2010:03:01,17:54:54,649,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,387,265,0.00,0.00,0.00, 
2010:03:01,17:55:32,388,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Mouse wheel,579,658,437.39,1592.08,0.27, 
2010:03:01,17:55:46,843,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Mouse wheel stopped,631,271,0.00,0.00,1.00,49 Wheel actions
2010:03:01,17:55:46,843,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button pressed,631,271,415.81,1252.86,0.33, 
2010:03:01,17:55:46,953,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button released,631,271,0.00,0.00,0.00, 
