Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:03:03,17:32:14,142,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:03:03,17:32:16,471,"Explorer.EXE","<Unknown window>",Left mouse button pressed,1137,942,1476.53,3126.67,0.47, 
2010:03:03,17:32:16,580,"Explorer.EXE","<Unknown window>",Left mouse button released,1137,942,0.00,0.00,0.00, 
2010:03:03,17:32:22,783,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,1128,63,879.05,1997.13,0.44, 
2010:03:03,17:32:22,908,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,1128,63,0.00,0.00,0.00, 
2010:03:03,17:32:25,767,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,1269,176,180.69,544.44,0.33, 
2010:03:03,17:32:26,971,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,1265,238,62.13,63.89,0.97, 
2010:03:03,17:32:43,799,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,1266,334,96.01,1643.52,0.06, 
2010:03:03,17:32:49,096,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,1279,367,35.47,39.16,0.91, 
2010:03:03,17:32:52,877,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,0,478,1283.81,1634.97,0.79, 
2010:03:03,17:32:52,892,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,0,478,0.00,0.00,0.00, 
2010:03:03,17:32:54,205,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,233,384,251.25,574.75,0.44, 
2010:03:03,17:32:54,299,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,233,384,0.00,0.00,0.00, 
2010:03:03,17:32:54,596,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,238,393,10.30,12.65,0.81, 
2010:03:03,17:32:54,689,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,238,393,0.00,0.00,0.00, 
2010:03:03,17:32:58,533,"firefox.exe","German monastery raided over ...ms - CNN.com - Mozilla Firefox",Left mouse button pressed,1270,189,1051.97,1672.23,0.63, 
2010:03:03,17:33:02,767,"firefox.exe","German monastery raided over ...ms - CNN.com - Mozilla Firefox",Left mouse button released,1270,261,72.00,73.24,0.98, 
2010:03:03,17:33:03,564,"firefox.exe","German monastery raided over ...ms - CNN.com - Mozilla Firefox",Left mouse button pressed,1269,256,5.10,6.00,0.85, 
2010:03:03,17:33:13,549,"firefox.exe","German monastery raided over ...ms - CNN.com - Mozilla Firefox",Left mouse button released,1266,272,16.28,21.00,0.78, 
2010:03:03,17:33:37,299,"firefox.exe","German monastery raided over ...ms - CNN.com - Mozilla Firefox",Left mouse button pressed,22,51,1263.48,1862.83,0.68, 
2010:03:03,17:33:37,424,"firefox.exe","German monastery raided over ...ms - CNN.com - Mozilla Firefox",Left mouse button released,22,51,0.00,0.00,0.00, 
2010:03:03,17:33:40,924,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,1269,259,1264.23,1500.92,0.84, 
2010:03:03,17:33:43,267,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,1264,261,5.39,23.83,0.23, 
2010:03:03,17:33:46,596,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,217,556,1087.77,1302.68,0.84, 
2010:03:03,17:33:46,721,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,217,556,0.00,0.00,0.00, 
2010:03:03,17:33:49,533,"firefox.exe","Jessica Simpson opens up abou...h' - CNN.com - Mozilla Firefox",Left mouse button pressed,1266,178,1115.03,1802.26,0.62, 
2010:03:03,17:33:53,424,"firefox.exe","Jessica Simpson opens up abou...h' - CNN.com - Mozilla Firefox",Left mouse button released,1267,279,101.00,102.00,0.99, 
2010:03:03,17:34:11,564,"firefox.exe","Jessica Simpson opens up abou...h' - CNN.com - Mozilla Firefox",Left mouse button pressed,1268,274,5.10,52.83,0.10, 
2010:03:03,17:34:22,814,"firefox.exe","Jessica Simpson opens up abou...h' - CNN.com - Mozilla Firefox",Left mouse button released,1260,332,58.55,65.66,0.89, 
