Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:03:05,15:02:25,971,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:03:05,15:02:33,518,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,305,496,582.27,3637.60,0.16, 
2010:03:05,15:02:33,580,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,305,496,0.00,0.00,0.00, 
2010:03:05,15:02:35,205,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel,448,505,143.28,152.29,0.94, 
2010:03:05,15:03:00,065,"Explorer.EXE","3:02 PM",Mouse wheel stopped,509,460,0.00,0.00,1.00,12 Wheel actions
2010:03:05,15:03:17,347,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel,508,426,76.24,94.07,0.81, 
2010:03:05,15:04:00,082,"Explorer.EXE","3:03 PM",Mouse wheel stopped,619,383,0.00,0.00,1.00,9 Wheel actions
2010:03:05,15:04:12,489,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel,713,387,198.31,217.35,0.91, 
2010:03:05,15:05:00,083,"Explorer.EXE","3:04 PM",Mouse wheel stopped,781,387,0.00,0.00,1.00,8 Wheel actions
2010:03:05,15:05:12,599,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel,770,386,12.17,18.00,0.68, 
2010:03:05,15:05:50,334,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel stopped,765,388,0.00,0.00,1.00,7 Wheel actions
2010:03:05,15:05:50,334,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Middle mouse button pressed,765,388,857.77,2985.97,0.29, 
2010:03:05,15:05:50,365,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel,765,388,0.00,0.00,0.00, 
2010:03:05,15:05:56,491,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel stopped,762,408,0.00,0.00,1.00,3 Wheel actions
2010:03:05,15:05:56,491,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Middle mouse button released,762,408,20.22,23.00,0.88, 
2010:03:05,15:06:04,147,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Mouse wheel,728,396,37.34,68.03,0.55, 
2010:03:05,15:07:00,086,"Explorer.EXE","3:06 PM",Mouse wheel stopped,409,349,0.00,0.00,1.00,9 Wheel actions
2010:03:05,15:07:26,492,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Middle mouse button pressed,862,333,125.00,890.24,0.14, 
2010:03:05,15:07:29,695,"firefox.exe","Doctor guilty in wife's cyani...er - CNN.com - Mozilla Firefox",Middle mouse button released,846,216,118.09,126.34,0.93, 
