Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info
2010:02:25,11:51:18,758,"uLog.exe"," ",Logging started,-1,-1,-1.00,-1.00,-1.00, 
2010:02:25,11:51:23,008,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,677,36,677.96,4349.58,0.16, 
2010:02:25,11:51:23,102,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,677,36,0.00,0.00,0.00, 
2010:02:25,11:51:37,649,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,343,763,800.05,970.99,0.82, 
2010:02:25,11:51:37,743,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,343,763,0.00,0.00,0.00, 
2010:02:25,11:52:19,024,"firefox.exe","Whale grabbed ponytail, pulle...ys - CNN.com - Mozilla Firefox",Mouse wheel,584,749,241.41,362.59,0.67, 
2010:02:25,11:53:00,743,"explorer.exe","11:52 AM",Mouse wheel stopped,588,735,0.00,0.00,1.00,14 Wheel actions
2010:02:25,11:53:01,165,"firefox.exe","Whale grabbed ponytail, pulle...ys - CNN.com - Mozilla Firefox",Mouse wheel,588,735,0.00,0.00,0.00, 
2010:02:25,11:54:00,743,"explorer.exe","11:53 AM",Mouse wheel stopped,539,682,0.00,0.00,1.00,11 Wheel actions
2010:02:25,11:54:33,904,"firefox.exe","Whale grabbed ponytail, pulle...ys - CNN.com - Mozilla Firefox",Mouse wheel,539,682,0.00,0.00,0.00, 
2010:02:25,11:55:00,752,"explorer.exe","11:54 AM",Mouse wheel stopped,541,678,0.00,0.00,1.00,11 Wheel actions
2010:02:25,11:55:21,286,"firefox.exe","Whale grabbed ponytail, pulle...ys - CNN.com - Mozilla Firefox",Mouse wheel,541,678,2.24,3.00,0.75, 
2010:02:25,11:55:26,787,"firefox.exe","Whale grabbed ponytail, pulle...ys - CNN.com - Mozilla Firefox",Mouse wheel stopped,192,80,0.00,0.00,1.00,32 Wheel actions
2010:02:25,11:55:26,787,"firefox.exe","Whale grabbed ponytail, pulle...ys - CNN.com - Mozilla Firefox",Left mouse button pressed,192,80,692.90,805.96,0.86, 
2010:02:25,11:55:26,928,"firefox.exe","Whale grabbed ponytail, pulle...ys - CNN.com - Mozilla Firefox",Left mouse button released,192,80,0.00,0.00,0.00, 
2010:02:25,11:55:35,648,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button pressed,646,699,767.64,1405.31,0.55, 
2010:02:25,11:55:35,742,"firefox.exe","CNN.com - Breaking News, U.S....& Video News - Mozilla Firefox",Left mouse button released,646,699,0.00,0.00,0.00, 
2010:02:25,11:55:38,430,"firefox.exe","'Terrible Tommy' spends 27 ye...nt - CNN.com - Mozilla Firefox",Mouse wheel,565,410,300.14,524.42,0.57, 
2010:02:25,11:55:48,697,"firefox.exe","'Terrible Tommy' spends 27 ye...nt - CNN.com - Mozilla Firefox",Mouse wheel stopped,805,705,0.00,0.00,1.00,3 Wheel actions
2010:02:25,11:55:48,697,"firefox.exe","'Terrible Tommy' spends 27 ye...nt - CNN.com - Mozilla Firefox",Left mouse button pressed,805,705,380.30,420.97,0.90, 
2010:02:25,11:55:48,822,"firefox.exe","'Terrible Tommy' spends 27 ye...nt - CNN.com - Mozilla Firefox",Left mouse button released,805,705,0.00,0.00,0.00, 
2010:02:25,11:55:49,900,"firefox.exe","'Terrible Tommy' spends 27 ye...nt - CNN.com - Mozilla Firefox",Left mouse button pressed,805,705,0.00,0.00,0.00, 
