userID,sessionID,actionTakenNumeric,durationMSEC,timelineMSEC,idleTime
ID05,ID05_Session01,1,3015,1046616,4750
ID05,ID05_Session01,0,141,1049631,0
ID05,ID05_Session01,1,24594,1053303,3531
ID05,ID05_Session01,1,59219,1078678,781
ID05,ID05_Session01,0,125,1138210,313
ID05,ID05_Session01,0,172,1143851,5516
ID05,ID05_Session01,1,10219,1145679,1656
ID05,ID05_Session01,0,171,1155898,0
ID05,ID05_Session01,0,172,1160257,4188
ID05,ID05_Session01,0,312,1164351,3922
ID05,ID05_Session01,0,156,1168679,4016
ID05,ID05_Session01,0,109,1170507,1672
ID05,ID05_Session01,0,188,1172741,2125
ID05,ID05_Session01,0,140,1179148,6219
ID05,ID05_Session01,0,187,1182070,2782
ID05,ID05_Session01,0,156,1185773,3516
ID05,ID05_Session01,0,187,1189117,3188
ID05,ID05_Session01,0,187,1192773,3469
ID05,ID05_Session01,0,141,1199523,6563
ID05,ID05_Session01,0,94,1201523,1859
ID05,ID05_Session01,0,187,1203070,1453
ID05,ID05_Session01,0,218,1206742,3485
ID05,ID05_Session01,0,172,1210554,3594
ID05,ID05_Session01,0,172,1213554,2828
ID05,ID05_Session01,0,172,1219398,5672
ID05,ID05_Session01,0,203,1224742,5172
ID05,ID05_Session01,0,156,1227273,2328
ID05,ID05_Session01,0,171,1229586,2157
ID05,ID05_Session01,0,140,1233242,3485
ID05,ID05_Session01,0,172,1237101,3719
ID05,ID05_Session01,0,110,1241429,4156
ID05,ID05_Session01,1,3219,1248242,6703
ID05,ID05_Session01,0,140,1251461,0
ID05,ID05_Session01,1,2281,1255617,4016
ID05,ID05_Session01,1,18203,1265055,7157
ID05,ID05_Session01,0,172,1283258,0
ID05,ID05_Session01,1,31641,1286258,2828
ID05,ID05_Session01,1,10000,1320196,2297
ID05,ID05_Session01,0,93,1330196,0
ID05,ID05_Session01,0,140,1334024,3735
ID05,ID05_Session01,1,8766,1337180,3016
ID05,ID05_Session01,0,109,1345946,0
ID05,ID05_Session01,1,25406,1352493,6438
ID05,ID05_Session01,1,59375,1378524,625
ID05,ID05_Session01,1,1781,1439103,1204
ID05,ID05_Session01,0,140,1440884,0
ID05,ID05_Session01,1,7187,1441509,485
ID05,ID05_Session01,0,172,1448696,0
ID05,ID05_Session01,1,11688,1451165,2297
ID05,ID05_Session01,0,125,1481009,18156
ID05,ID05_Session01,1,7907,1486790,5656
ID05,ID05_Session01,0,125,1494697,0
ID05,ID05_Session01,0,94,1495290,468
ID05,ID05_Session01,1,2265,1500525,5141
ID05,ID05_Session01,0,125,1502790,0
ID05,ID05_Session01,0,125,1506040,3125
ID05,ID05_Session01,0,157,1513134,6969
ID05,ID05_Session01,1,43563,1514337,1046
ID05,ID05_Session01,1,59345,1558556,656
ID05,ID05_Session01,1,37407,1640494,22593
ID05,ID05_Session01,1,59922,1677979,78
ID05,ID05_Session01,0,125,1747761,9860
ID05,ID05_Session01,1,2921,1748980,1094
ID05,ID05_Session02,0,109,1953,1860
ID05,ID05_Session02,1,10250,5281,3219
ID05,ID05_Session02,1,11672,63859,48328
ID05,ID05_Session02,4,282,82406,6875
ID05,ID05_Session02,0,109,83485,797
ID05,ID05_Session02,1,11750,123782,40188
ID05,ID05_Session02,1,4719,156719,21187
ID05,ID05_Session02,0,78,161438,0
ID05,ID05_Session02,1,6640,166079,4563
ID05,ID05_Session02,0,125,172719,0
ID05,ID05_Session02,1,12734,182798,9954
ID05,ID05_Session02,0,172,229876,34344
ID05,ID05_Session02,0,156,233939,3891
ID05,ID05_Session02,1,8437,247095,13000
ID05,ID05_Session02,1,32125,278158,22626
ID05,ID05_Session02,0,157,312423,2140
ID05,ID05_Session02,1,672,314861,2281
ID05,ID05_Session02,1,4844,316048,515
ID05,ID05_Session02,0,344,320892,0
ID05,ID05_Session03,0,141,1062,1000
ID05,ID05_Session03,1,4266,3531,2328
ID05,ID05_Session03,0,94,8015,218
ID05,ID05_Session03,0,79,24562,16453
ID05,ID05_Session03,1,10344,57454,32813
ID05,ID05_Session03,1,19000,92642,24844
ID05,ID05_Session03,0,157,111642,0
ID05,ID05_Session03,0,94,114111,2312
ID05,ID05_Session03,1,3328,124471,10266
ID05,ID05_Session03,1,12141,128486,687
ID05,ID05_Session03,0,172,140627,0
ID05,ID05_Session03,1,34641,153159,12360
ID05,ID05_Session03,1,6531,194441,6641
ID05,ID05_Session03,0,109,220910,19938
ID05,ID05_Session03,0,156,222832,1813
ID05,ID05_Session03,0,172,227254,4266
ID05,ID05_Session03,1,15922,231879,4453
ID05,ID05_Session03,1,24641,251536,3735
ID05,ID05_Session03,0,125,276177,0
ID05,ID05_Session03,1,2094,281427,5125
ID05,ID05_Session03,0,125,283521,0
ID05,ID05_Session03,1,891,285364,1718
ID05,ID05_Session03,0,109,286255,0
ID05,ID05_Session03,1,20438,287364,1000
ID05,ID05_Session03,1,52844,314959,7157
ID05,ID05_Session03,1,40923,386882,19079
ID05,ID05_Session03,1,52532,435274,7469
ID05,ID05_Session03,1,16813,530994,43188
ID05,ID05_Session03,1,29438,557776,9969
ID05,ID05_Session03,0,141,587214,0
ID05,ID05_Session03,0,125,591511,4156
ID05,ID05_Session03,1,10594,593183,1547
ID05,ID05_Session03,0,172,603777,0
ID05,ID05_Session03,0,156,608855,4906
ID05,ID05_Session03,0,141,630699,1016
ID05,ID05_Session03,0,156,631824,984
ID05,ID05_Session03,1,28751,636121,4141
ID05,ID05_Session03,0,203,664872,0
ID05,ID05_Session03,1,609,667200,2125
ID05,ID05_Session03,1,14250,668231,422
ID05,ID05_Session03,0,125,682481,0
ID05,ID05_Session03,1,2594,685294,2688
ID05,ID05_Session03,0,218,687888,0
ID05,ID05_Session03,1,13265,690482,2376
ID05,ID05_Session03,0,157,703747,0
ID05,ID05_Session03,0,156,706201,2297
ID05,ID05_Session03,0,94,713857,7500
ID05,ID05_Session03,0,110,719091,5140
ID05,ID05_Session03,0,156,727217,8016
ID05,ID05_Session03,0,125,737264,9891
ID05,ID05_Session03,0,187,748014,10625
ID05,ID05_Session03,0,125,754139,5938
ID05,ID05_Session03,0,375,756202,1938
ID05,ID05_Session03,0,171,760999,4422
ID05,ID05_Session03,0,187,765327,4157
ID05,ID05_Session03,0,125,780327,14813
ID05,ID05_Session03,1,20204,790249,9797
ID05,ID05_Session03,0,125,811328,875
ID05,ID05_Session03,1,34282,813531,2078
ID05,ID05_Session03,1,33048,874766,26953
ID05,ID05_Session03,1,52173,915642,7828
ID05,ID05_Session03,1,56438,971378,3563
ID05,ID05_Session03,1,47782,1036176,8360
ID05,ID05_Session03,0,125,1083958,0
ID05,ID05_Session03,0,172,1085958,1875
ID05,ID05_Session03,1,3485,1088770,2640
ID05,ID05_Session03,0,125,1092255,0
ID05,ID05_Session03,1,49688,1098130,5750
ID05,ID05_Session03,1,54767,1153053,5235
ID05,ID05_Session03,1,59939,1207882,62
ID05,ID05_Session03,1,19797,1308025,40204
ID05,ID05_Session03,0,125,1339447,11625
ID05,ID05_Session03,0,187,1355854,16282
ID05,ID05_Session03,0,125,1373073,17032
ID05,ID05_Session03,0,204,1392354,19156
ID05,ID05_Session03,1,22111,1394073,1515
ID05,ID05_Session03,1,30004,1417824,1640
ID05,ID05_Session03,1,29925,1477909,30081
ID05,ID05_Session03,1,4891,1539884,32050
ID05,ID05_Session03,0,141,1544775,0
ID05,ID05_Session03,0,125,1549385,4469
ID05,ID05_Session03,0,125,1552698,3188
ID05,ID05_Session03,1,10626,1557214,4391
ID05,ID05_Session03,1,1594,1605125,37285
ID05,ID05_Session03,0,109,1606719,0
ID05,ID05_Session03,0,578,1612079,5251
ID05,ID05_Session03,1,9751,1618095,5438
ID05,ID05_Session03,1,43098,1628002,156
ID05,ID05_Session03,0,125,1671100,0
ID05,ID05_Session03,1,5188,1673335,2110
ID05,ID05_Session03,0,78,1678523,0
ID05,ID05_Session03,1,5969,1681883,3282
ID05,ID05_Session03,1,59988,1687868,16
ID05,ID05_Session03,1,26423,1755669,7813
ID05,ID05_Session04,0,156,9719,9594
ID05,ID05_Session04,1,46066,12328,2453
ID05,ID05_Session04,1,22658,95739,37345
ID05,ID05_Session04,0,94,129429,11032
ID05,ID05_Session04,0,156,132632,3109
ID05,ID05_Session04,1,33877,192151,59363
ID05,ID05_Session04,0,109,226028,0
ID05,ID05_Session04,1,10922,227481,1344
ID05,ID05_Session04,1,9735,242106,3703
ID05,ID05_Session04,0,140,251841,0
ID05,ID05_Session04,1,15000,254122,2141
ID05,ID05_Session04,0,157,269122,0
ID05,ID05_Session04,0,125,273763,4484
ID05,ID05_Session04,1,52783,305623,31735
ID05,ID05_Session04,0,141,372656,14250
ID05,ID05_Session04,1,5125,374141,1344
ID05,ID05_Session04,0,109,379266,0
ID05,ID05_Session04,0,156,384266,4891
ID05,ID05_Session04,1,28954,389454,5032
ID05,ID05_Session04,1,7781,437205,18797
ID05,ID05_Session04,0,141,444986,0
ID05,ID05_Session04,0,172,454518,9391
ID05,ID05_Session04,0,125,472190,17500
ID05,ID05_Session04,1,1547,482831,10516
ID05,ID05_Session04,0,47,484378,0
ID05,ID05_Session04,0,110,487706,3281
ID05,ID05_Session04,0,172,494081,6265
ID05,ID05_Session04,0,172,503316,9063
ID05,ID05_Session04,0,140,506832,3344
ID05,ID05_Session04,0,110,509519,2547
ID05,ID05_Session04,0,172,512832,3203
ID05,ID05_Session04,0,125,514832,1828
ID05,ID05_Session04,0,110,519894,4937
ID05,ID05_Session04,0,172,525191,5187
ID05,ID05_Session04,1,3360,528769,3406
ID05,ID05_Session04,0,109,532129,0
ID05,ID05_Session04,0,140,537551,5313
ID05,ID05_Session04,0,0,542692,5001
ID05,ID05_Session04,0,156,544801,2109
ID05,ID05_Session04,0,156,547567,2610
ID05,ID05_Session04,0,172,549832,2109
ID05,ID05_Session04,0,94,552785,2781
ID05,ID05_Session04,0,172,555035,2156
ID05,ID05_Session04,0,188,557457,2250
ID05,ID05_Session04,0,140,565442,7797
ID05,ID05_Session04,0,156,568270,2688
ID05,ID05_Session04,0,203,582692,14266
ID05,ID05_Session04,0,172,585208,2313
ID05,ID05_Session04,0,156,588270,2890
ID05,ID05_Session04,0,172,590833,2407
ID05,ID05_Session04,0,156,594692,3687
ID05,ID05_Session04,0,47,599989,5141
ID05,ID05_Session04,0,125,619146,19110
ID05,ID05_Session04,0,188,623583,4312
ID05,ID05_Session04,0,140,626943,3172
ID05,ID05_Session04,0,141,629536,2453
ID05,ID05_Session04,0,156,632146,2469
ID05,ID05_Session04,0,125,635865,3563
ID05,ID05_Session04,0,157,638833,2843
ID05,ID05_Session04,0,140,641787,2797
ID05,ID05_Session04,0,156,644740,2813
ID05,ID05_Session04,0,187,647740,2844
ID05,ID05_Session04,0,140,649990,2063
ID05,ID05_Session04,0,218,660131,10001
ID05,ID05_Session04,0,109,662115,1766
ID05,ID05_Session04,0,188,664943,2719
ID05,ID05_Session04,0,141,667662,2531
ID05,ID05_Session04,0,157,670646,2843
ID05,ID05_Session04,0,156,673334,2531
ID05,ID05_Session04,0,157,678021,4531
ID05,ID05_Session04,0,172,680693,2515
ID05,ID05_Session04,0,125,683537,2672
ID05,ID05_Session04,1,11641,689256,5594
ID05,ID05_Session04,0,172,700897,0
ID05,ID05_Session04,1,938,703881,2812
ID05,ID05_Session04,0,218,704819,0
ID05,ID05_Session04,0,109,707803,2766
ID05,ID05_Session04,0,172,710022,2110
ID05,ID05_Session04,0,203,714209,4015
ID05,ID05_Session04,0,156,718303,3891
ID05,ID05_Session04,0,187,721569,3110
ID05,ID05_Session04,0,187,729866,8110
ID05,ID05_Session04,0,875,733147,3094
ID05,ID05_Session04,2,250,734647,625
ID05,ID05_Session04,0,156,756116,0
ID05,ID05_Session04,1,13094,765319,9047
ID05,ID05_Session04,1,57360,781054,2641
ID05,ID05_Session04,0,188,846023,7609
ID05,ID05_Session04,1,48641,849773,3562
ID05,ID05_Session04,1,58079,900336,1922
ID05,ID05_Session04,0,141,960274,1859
ID05,ID05_Session04,1,3313,962758,2343
ID05,ID05_Session04,0,156,966071,0
ID05,ID05_Session04,1,27844,976915,10688
ID05,ID05_Session04,0,156,1004759,0
ID05,ID05_Session04,1,11750,1006665,1750
ID05,ID05_Session04,1,14203,1020993,2578
ID05,ID05_Session04,0,188,1035196,0
ID05,ID05_Session04,0,125,1038368,2984
ID05,ID05_Session04,1,2562,1040259,1766
ID05,ID05_Session04,0,141,1042821,0
ID05,ID05_Session04,0,157,1046946,3984
ID05,ID05_Session04,0,125,1049775,2672
ID05,ID05_Session04,0,110,1054118,4218
ID05,ID05_Session04,1,6641,1058212,3984
ID05,ID05_Session04,0,140,1064853,0
ID05,ID05_Session04,0,78,1065915,922
ID05,ID05_Session04,0,172,1069556,3563
ID05,ID05_Session04,1,4297,1071400,1672
ID05,ID05_Session04,0,125,1075697,0
ID05,ID05_Session04,1,78,1078337,2515
ID05,ID05_Session04,1,14968,1078447,32
ID05,ID05_Session04,0,125,1093415,0
ID05,ID05_Session04,1,6828,1095041,1501
ID05,ID05_Session04,0,125,1101869,0
ID05,ID05_Session04,0,172,1117634,15640
ID05,ID05_Session04,0,172,1128416,10610
ID05,ID05_Session04,1,6047,1132369,3781
ID05,ID05_Session04,1,3844,1139119,703
ID05,ID05_Session04,0,140,1142963,0
ID05,ID05_Session04,0,109,1144166,1063
ID05,ID05_Session04,0,156,1152541,8266
ID05,ID05_Session04,0,187,1159760,7063
ID05,ID05_Session04,0,125,1164385,4438
ID05,ID05_Session04,0,203,1172994,8484
ID05,ID05_Session04,0,188,1191744,18547
ID05,ID05_Session04,0,219,1197057,5125
ID05,ID05_Session04,0,109,1198713,1437
ID05,ID05_Session04,1,57595,1200822,2000
ID05,ID05_Session04,1,1797,1291604,33187
ID05,ID05_Session04,0,125,1293401,0
ID05,ID05_Session04,0,234,1303870,10344
ID05,ID05_Session04,1,5828,1305339,1235
ID05,ID05_Session04,1,3500,1314917,3750
ID05,ID05_Session04,1,59672,1318745,328
ID05,ID05_Session04,1,56313,1382105,3688
ID05,ID05_Session04,1,23735,1443902,5484
ID05,ID05_Session04,0,156,1467637,0
ID05,ID05_Session04,1,6954,1469730,1937
ID05,ID05_Session04,0,140,1476684,0
ID05,ID05_Session04,0,156,1480324,3500
ID05,ID05_Session04,0,343,1489356,8876
ID05,ID05_Session04,0,156,1490637,938
ID05,ID05_Session04,1,3437,1494309,3516
ID05,ID05_Session04,0,422,1497746,0
ID05,ID05_Session04,1,56187,1502231,4063
ID05,ID05_Session04,0,125,1560012,1594
ID05,ID05_Session04,1,12703,1562137,2000
ID05,ID05_Session04,0,141,1574840,0
ID05,ID05_Session04,1,19562,1576419,1438
ID05,ID05_Session04,0,188,1595981,0
ID05,ID05_Session04,0,140,1598872,2703
ID05,ID05_Session04,0,203,1607513,8501
ID05,ID05_Session04,0,187,1615341,7625
ID05,ID05_Session04,1,48531,1629888,14360
ID05,ID05_Session04,1,59220,1679200,781
ID05,ID05_Session04,1,18313,1740513,2093
ID05,ID05_Session04,0,125,1758826,0
ID05,ID05_Session04,1,21313,1761404,2453
ID05,ID05_Session05,1,17078,2281,2187
ID05,ID05_Session05,0,188,21281,1922
ID05,ID05_Session05,1,56250,23109,1640
ID05,ID05_Session05,1,4922,96422,17063
ID05,ID05_Session05,0,140,101344,0
ID05,ID05_Session05,1,22578,103938,2454
ID05,ID05_Session05,0,125,126516,0
ID05,ID05_Session05,1,9687,129672,3031
ID05,ID05_Session05,1,49593,149766,10407
ID05,ID05_Session05,1,31062,200172,813
ID05,ID05_Session05,0,141,231234,0
ID05,ID05_Session05,1,7562,232297,922
ID05,ID05_Session05,0,188,246031,6172
ID05,ID05_Session05,0,266,267125,20906
ID05,ID05_Session05,0,188,275703,8312
ID05,ID05_Session05,0,125,282500,6609
ID05,ID05_Session05,1,1750,283234,609
ID05,ID05_Session05,0,141,284984,0
ID05,ID05_Session05,1,4563,285484,359
ID05,ID05_Session05,0,125,290047,0
ID05,ID05_Session05,1,23031,292344,2172
ID05,ID05_Session05,0,203,315375,0
ID05,ID05_Session06,0,109,0,6016
ID05,ID05_Session06,1,32734,24234,24125
ID05,ID05_Session06,1,21765,95203,38235
ID05,ID05_Session06,1,2672,131031,14063
ID05,ID05_Session06,0,125,133703,0
ID05,ID05_Session06,1,38329,136796,2968
ID05,ID05_Session06,1,55078,181890,6765
ID05,ID05_Session06,1,59937,237031,63
ID05,ID05_Session06,1,22562,334406,37438
ID05,ID05_Session06,1,3281,413687,56719
ID05,ID05_Session06,1,59015,417953,985
ID05,ID05_Session06,1,52890,544078,67110
ID05,ID05_Session06,1,15047,597046,78
ID05,ID05_Session06,0,157,612093,0
ID05,ID05_Session06,0,140,621000,8750
ID05,ID05_Session06,0,94,622171,1031
ID05,ID05_Session06,1,2468,625078,2813
ID05,ID05_Session06,0,125,627546,0
ID05,ID05_Session06,1,2406,630234,2563
ID05,ID05_Session06,0,110,632640,0
ID05,ID05_Session06,1,14375,635515,2765
ID05,ID05_Session06,0,156,649890,0
ID05,ID05_Session06,0,125,652468,2422
ID05,ID05_Session06,0,141,666140,13547
ID05,ID05_Session06,1,48359,668609,2328
ID05,ID05_Session06,1,12828,730828,13860
ID05,ID05_Session06,0,125,743656,0
ID05,ID05_Session06,0,578,761906,18125
ID05,ID05_Session06,1,10500,766468,3984
ID05,ID05_Session06,1,36015,800953,23985
ID05,ID05_Session06,1,20672,876296,39328
ID05,ID05_Session06,1,8140,923281,26313
ID05,ID05_Session06,0,141,931421,0
ID05,ID05_Session06,1,19953,937015,5453
ID05,ID05_Session06,0,109,957500,532
ID05,ID05_Session06,0,141,963984,6375
ID05,ID05_Session06,0,109,970453,375
ID05,ID05_Session06,1,25797,971031,469
ID05,ID05_Session06,0,156,996828,0
ID05,ID05_Session06,1,15172,1001796,4812
ID05,ID05_Session06,1,54468,1022500,5532
ID05,ID05_Session06,1,1890,1115875,38907
ID05,ID05_Session06,0,125,1117765,0
ID05,ID05_Session06,1,3265,1119781,1891
ID05,ID05_Session06,0,141,1123046,0
ID05,ID05_Session06,0,94,1124687,1500
ID05,ID05_Session06,1,9078,1127890,3109
ID05,ID05_Session06,1,4672,1145281,8313
ID05,ID05_Session06,0,93,1149953,0
ID05,ID05_Session06,0,63,1156343,6297
ID05,ID05_Session06,1,40093,1156875,469
ID05,ID05_Session06,1,12203,1212218,15250
ID05,ID05_Session06,0,110,1224421,0
ID05,ID05_Session06,1,9281,1227125,2594
ID05,ID05_Session06,0,125,1236406,0
ID05,ID05_Session06,1,16156,1240812,4281
ID05,ID05_Session06,1,3500,1313468,56500
ID05,ID05_Session06,0,109,1362312,45344
ID05,ID05_Session06,0,94,1368109,5688
ID05,ID05_Session06,0,78,1371000,2797
ID05,ID05_Session06,1,2453,1374515,3437
ID05,ID05_Session06,0,110,1378015,1047
ID05,ID05_Session06,1,7343,1381500,3375
ID05,ID05_Session06,0,141,1388843,0
ID05,ID05_Session06,1,5016,1390015,1031
ID05,ID05_Session06,1,40750,1396218,1187
ID05,ID05_Session06,1,2937,1444375,7407
ID05,ID05_Session06,0,109,1447312,0
ID05,ID05_Session06,0,172,1464140,16719
ID05,ID05_Session06,1,26484,1470484,6172
ID05,ID05_Session06,1,54484,1502484,5516
ID05,ID05_Session06,1,39515,1577453,20485
ID05,ID05_Session06,1,28109,1648859,31891
ID05,ID05_Session06,1,25953,1711015,34047
ID05,ID05_Session07,1,27391,1829,1641
ID05,ID05_Session07,1,10562,78658,49438
ID05,ID05_Session07,1,56251,92970,3750
ID05,ID05_Session07,1,1390,153862,4641
ID05,ID05_Session07,1,15125,157112,1860
ID05,ID05_Session07,0,16,172237,0
ID05,ID05_Session07,0,62,172253,0
ID05,ID05_Session07,3,4812,172753,438
ID05,ID05_Session07,0,156,198222,0
ID05,ID05_Session07,0,141,201737,3359
ID05,ID05_Session07,1,4078,205144,3266
ID05,ID05_Session07,1,54610,214613,5391
ID05,ID05_Session07,1,58532,270691,1468
ID05,ID05_Session07,1,23063,334816,5593
ID05,ID05_Session07,0,94,357879,0
ID05,ID05_Session07,1,25125,364098,6125
ID05,ID05_Session07,1,12797,396488,7265
ID05,ID05_Session07,0,125,409285,0
ID05,ID05_Session07,1,35891,413332,3922
ID05,ID05_Session07,1,34813,451691,2468
ID05,ID05_Session07,0,109,486504,0
ID05,ID05_Session07,1,1625,489238,2625
ID05,ID05_Session07,0,110,490863,0
ID05,ID05_Session07,1,12500,491723,750
ID05,ID05_Session07,0,156,504223,0
ID05,ID05_Session07,1,2438,506785,2406
ID05,ID05_Session07,1,8937,509379,156
ID05,ID05_Session07,0,157,518316,0
ID05,ID05_Session07,0,171,521395,2922
ID05,ID05_Session07,0,188,525410,3844
ID05,ID05_Session07,0,125,529285,3687
ID05,ID05_Session07,0,172,535723,6313
ID05,ID05_Session07,0,188,546863,10968
ID05,ID05_Session07,0,157,551238,4187
ID05,ID05_Session07,0,188,556566,5171
ID05,ID05_Session07,0,156,571020,14266
ID05,ID05_Session07,0,187,576551,5375
ID05,ID05_Session07,0,203,586598,9860
ID05,ID05_Session07,0,156,587379,578
ID05,ID05_Session07,0,156,590410,2875
ID05,ID05_Session07,0,141,591785,1219
ID05,ID05_Session07,1,4438,605363,13437
ID05,ID05_Session07,0,125,609801,0
ID05,ID05_Session07,1,12500,616723,6797
ID05,ID05_Session07,0,125,639723,10500
ID05,ID05_Session07,1,16562,641551,1703
ID05,ID05_Session07,0,141,658113,0
ID05,ID05_Session07,0,203,668707,10453
ID05,ID05_Session07,0,187,687895,18985
ID05,ID05_Session07,0,187,696551,8469
ID05,ID05_Session07,0,141,706363,9625
ID05,ID05_Session07,0,172,722910,16406
ID05,ID05_Session07,1,10610,738613,15531
ID05,ID05_Session07,1,9921,752020,2797
ID05,ID05_Session07,1,46578,816254,54313
ID05,ID05_Session07,0,109,862832,0
ID05,ID05_Session07,1,4641,864488,1547
ID05,ID05_Session07,0,125,869129,0
ID05,ID05_Session07,1,35172,870598,1344
ID05,ID05_Session07,0,125,905770,0
ID05,ID05_Session07,1,13766,911082,5187
ID05,ID05_Session07,0,156,924848,0
ID05,ID05_Session07,1,2453,926770,1766
ID05,ID05_Session07,1,51500,930363,1140
ID05,ID05_Session07,0,235,981863,0
ID05,ID05_Session07,0,94,984379,2281
ID05,ID05_Session07,0,79,988691,4218
ID05,ID05_Session07,0,109,990676,1906
ID05,ID05_Session07,1,56735,992488,1703
ID05,ID05_Session07,1,59313,1049910,687
ID05,ID05_Session07,1,10750,1158473,49250
ID05,ID05_Session07,1,20235,1208988,39765
ID05,ID05_Session07,1,4906,1253160,23937
ID05,ID05_Session07,0,125,1258066,0
ID05,ID05_Session07,0,110,1262863,4672
ID05,ID05_Session07,1,10500,1266410,3437
ID05,ID05_Session07,0,172,1276910,0
ID05,ID05_Session07,0,156,1284535,7453
ID05,ID05_Session07,1,34266,1295785,11094
ID05,ID05_Session07,0,125,1330051,0
ID05,ID05_Session07,1,3937,1331254,1078
ID05,ID05_Session07,0,297,1335191,0
ID05,ID05_Session07,0,94,1336129,641
ID05,ID05_Session07,0,94,1336738,515
ID05,ID05_Session07,0,94,1338332,1500
ID05,ID05_Session07,0,156,1348645,10219
ID05,ID05_Session07,0,188,1354910,6109
ID05,ID05_Session07,0,157,1357941,2843
ID05,ID05_Session07,0,140,1359973,1875
ID05,ID05_Session07,0,250,1380973,20860
ID05,ID05_Session07,0,125,1383895,2672
ID05,ID05_Session07,0,1141,1389988,5968
ID05,ID05_Session07,0,140,1393676,2547
ID05,ID05_Session07,0,140,1396520,2704
ID05,ID05_Session07,0,125,1398645,1985
ID05,ID05_Session07,0,109,1399973,1203
ID05,ID05_Session07,0,156,1401473,1391
ID05,ID05_Session07,0,172,1402660,1031
ID05,ID05_Session07,0,110,1405738,2906
ID05,ID05_Session07,0,94,1407816,1968
ID05,ID05_Session07,0,125,1410613,2703
ID05,ID05_Session07,0,109,1413629,2891
ID05,ID05_Session07,0,141,1415660,1922
ID05,ID05_Session07,0,172,1419176,3375
ID05,ID05_Session07,0,157,1421113,1765
ID05,ID05_Session07,0,218,1423020,1750
ID05,ID05_Session07,0,94,1425379,2141
ID05,ID05_Session07,0,141,1428582,3109
ID05,ID05_Session07,0,140,1430348,1625
ID05,ID05_Session07,0,141,1431879,1391
ID05,ID05_Session07,0,172,1436473,4453
ID05,ID05_Session07,0,141,1441332,4687
ID05,ID05_Session07,0,109,1443895,2422
ID05,ID05_Session07,0,234,1445754,1750
ID05,ID05_Session07,0,94,1448160,2172
ID05,ID05_Session07,1,1437,1450270,2016
ID05,ID05_Session07,0,78,1451707,0
ID05,ID05_Session07,1,2438,1453285,1500
ID05,ID05_Session07,0,125,1455723,0
ID05,ID05_Session07,0,47,1464426,8578
ID05,ID05_Session07,1,485,1468738,4265
ID05,ID05_Session07,1,19234,1469223,0
ID05,ID05_Session07,0,109,1488457,0
ID05,ID05_Session07,0,94,1491004,2438
ID05,ID05_Session07,0,110,1498566,7468
ID05,ID05_Session07,0,94,1514488,15812
ID05,ID05_Session07,1,1766,1516082,1500
ID05,ID05_Session07,0,109,1517848,0
ID05,ID05_Session07,0,110,1529113,11156
ID05,ID05_Session07,1,3297,1532176,2953
ID05,ID05_Session07,0,172,1535473,0
ID05,ID05_Session07,1,47813,1541410,5765
ID05,ID05_Session07,0,125,1592473,3250
ID05,ID05_Session07,1,54078,1595145,2547
ID05,ID05_Session07,1,25422,1683801,34578
ID05,ID05_Session07,1,7235,1761988,52765
ID05,ID05_Session07,1,56703,1772520,3297
ID05,ID05_Session07,1,2609,1835020,5797
ID05,ID05_Session07,0,125,1837629,0
ID05,ID05_Session07,1,2469,1846551,8797
ID05,ID05_Session07,0,156,1849020,0
ID05,ID05_Session07,1,37453,1851770,2594
ID05,ID05_Session07,1,32438,1895691,6468
ID05,ID05_Session08,1,34047,6297,6219
ID05,ID05_Session08,1,51610,48734,8390
ID05,ID05_Session08,1,18531,117578,17234
ID05,ID05_Session08,0,110,136109,0
ID05,ID05_Session08,1,21860,138484,2265
ID05,ID05_Session08,1,24016,160562,218
ID05,ID05_Session08,0,125,184578,0
ID05,ID05_Session08,0,172,193969,9266
ID05,ID05_Session08,1,20297,195031,890
ID05,ID05_Session08,0,203,215328,0
ID05,ID05_Session08,1,563,219781,4250
ID05,ID05_Session08,0,125,222641,2297
ID05,ID05_Session08,0,156,223922,1156
ID05,ID05_Session08,0,203,254531,30453
ID05,ID05_Session08,0,156,278500,23766
ID05,ID05_Session08,0,171,292391,13735
ID05,ID05_Session08,0,204,301937,9375
ID05,ID05_Session08,0,156,305656,3515
ID05,ID05_Session08,0,156,306641,829
ID05,ID05_Session08,0,140,307594,797
ID05,ID05_Session08,0,141,334828,27094
ID05,ID05_Session08,0,109,337828,2859
ID05,ID05_Session08,0,140,338969,1032
ID05,ID05_Session08,0,110,340562,1453
ID05,ID05_Session08,0,141,341328,656
ID05,ID05_Session08,0,187,373125,31656
ID05,ID05_Session08,1,32234,403297,29985
ID05,ID05_Session08,0,156,435531,0
ID05,ID05_Session08,1,3406,437000,1313
ID05,ID05_Session08,0,250,440406,0
ID05,ID05_Session08,0,78,442859,2203
ID05,ID05_Session08,0,109,454469,6172
ID05,ID05_Session08,1,3046,456141,1563
ID05,ID05_Session08,0,79,459187,0
ID05,ID05_Session08,1,50297,470047,10781
ID05,ID05_Session08,1,17922,562422,42078
ID05,ID05_Session08,1,14094,590484,10140
ID05,ID05_Session08,0,125,604578,0
ID05,ID05_Session08,1,6187,606219,1516
ID05,ID05_Session08,0,110,612406,0
ID05,ID05_Session08,1,6031,615469,2953
ID05,ID05_Session08,0,125,621500,0
ID05,ID05_Session08,0,109,624000,2375
ID05,ID05_Session08,1,2907,625234,1125
