userID,sessionID,actionTakenNumeric,durationMSEC,timelineMSEC,idleTime,X,Y,reldist,totaldist
ID04,ID04_Session12,1,5422,664678,2672,417,512,492.20,516.29
ID04,ID04_Session12,0,266,670100,0,385,710,144.59,329.17
ID04,ID04_Session12,0,0,670444,78,385,710,0.00,0.00
ID04,ID04_Session12,0,109,670647,94,385,710,0.00,0.00
ID04,ID04_Session12,0,140,671569,813,396,741,31.95,34.94
ID04,ID04_Session12,0,0,671819,110,396,741,0.00,0.00
ID04,ID04_Session12,0,125,672178,94,396,739,1.00,1.00
ID04,ID04_Session12,0,0,672412,109,396,739,0.00,0.00
ID04,ID04_Session12,0,110,672662,109,396,739,0.00,0.00
ID04,ID04_Session12,0,0,673053,281,395,737,2.24,2.41
ID04,ID04_Session12,1,3906,674100,922,431,741,36.22,46.84
ID04,ID04_Session12,0,141,678006,0,236,118,562.77,715.43
ID04,ID04_Session12,1,2641,722680,44533,15,428,380.71,444.58
ID04,ID04_Session12,0,578,725321,0,379,732,470.43,580.64
ID04,ID04_Session12,0,109,725977,78,502,772,0.00,0.00
ID04,ID04_Session12,0,953,731837,5751,295,747,208.50,243.68
ID04,ID04_Session12,0,125,732915,125,505,754,0.00,0.00
ID04,ID04_Session12,0,1375,736868,3828,172,760,333.05,340.58
ID04,ID04_Session12,0,94,738321,78,476,755,0.00,0.00
ID04,ID04_Session12,0,1266,740837,2422,466,758,10.44,13.00
ID04,ID04_Session12,0,109,742212,109,168,752,0.00,0.00
ID04,ID04_Session12,0,625,744259,1938,220,795,67.48,123.69
ID04,ID04_Session12,0,94,745353,469,471,784,29.07,36.80
ID04,ID04_Session12,1,547,745743,296,480,743,41.98,44.03
ID04,ID04_Session12,1,1735,746868,578,304,296,461.31,501.15
ID04,ID04_Session12,0,109,748603,0,155,153,207.21,520.65
ID04,ID04_Session12,0,94,754228,5516,776,234,626.26,1026.71
ID04,ID04_Session12,1,3125,776823,22501,645,478,276.94,2229.42
ID04,ID04_Session12,0,203,779948,0,374,813,430.89,443.54
ID04,ID04_Session12,1,18407,782917,2766,571,608,284.31,321.18
ID04,ID04_Session12,0,1515,801324,0,370,735,244.35,295.39
ID04,ID04_Session12,0,141,802933,94,616,756,0.00,0.00
ID04,ID04_Session12,0,891,805730,2656,356,749,260.09,286.05
ID04,ID04_Session12,0,109,806996,375,627,753,0.00,0.00
ID04,ID04_Session12,0,828,809230,2125,348,768,279.40,304.91
ID04,ID04_Session12,0,94,810168,110,588,775,0.00,0.00
ID04,ID04_Session12,1,54487,811808,1546,571,758,24.04,103.98
ID04,ID04_Session12,1,51549,866826,531,268,723,0.00,0.00
ID04,ID04_Session12,0,813,918375,0,345,718,89.94,115.89
ID04,ID04_Session12,0,94,919297,109,486,780,0.00,0.00
ID04,ID04_Session12,1,8109,937220,17829,247,730,244.17,279.62
ID04,ID04_Session12,5,31,945329,0,258,717,138.45,12385.8
ID04,ID04_Session12,0,78,949251,2656,1081,238,952.24,1272.82
ID05,ID05_Session01,0,110,5640,5453,1243,22,1065.98,1366.10
ID05,ID05_Session01,1,50954,6937,1187,810,503,647.19,658.99
ID05,ID05_Session01,1,23125,61781,3890,774,527,2.00,2.00
ID05,ID05_Session01,0,157,84906,0,23,55,624.86,645.21
ID05,ID05_Session01,1,11937,88563,3500,468,560,673.09,1297.59
ID05,ID05_Session01,0,172,100500,0,222,440,198.21,473.81
ID05,ID05_Session01,1,15485,102406,1734,723,547,512.30,581.91
ID05,ID05_Session01,1,57844,120047,2156,780,558,4.00,24.00
ID05,ID05_Session01,1,48297,189595,11704,779,559,2.24,5.00
ID05,ID05_Session01,1,4703,246204,8312,697,531,80.96,224.96
ID05,ID05_Session01,1,46375,251517,610,697,525,3.00,3.00
ID05,ID05_Session01,1,28515,329377,31485,835,609,160.02,249.50
ID05,ID05_Session01,1,6140,359268,1376,857,603,22.80,294.82
ID05,ID05_Session01,0,172,365408,0,23,61,448.53,553.26
ID05,ID05_Session01,1,9235,370330,4750,271,455,465.55,1349.61
ID05,ID05_Session01,0,125,379565,0,188,461,83.22,589.65
ID05,ID05_Session01,1,31219,386674,6984,1059,531,873.81,926.76
ID05,ID05_Session01,1,49313,428580,10687,1097,504,65.51,315.08
ID05,ID05_Session01,1,56063,481831,3938,758,592,0.00,0.00
ID05,ID05_Session01,1,6109,554238,16344,923,547,148.37,262.91
ID05,ID05_Session01,0,125,560347,0,239,671,808.41,852.21
ID05,ID05_Session01,0,156,567113,6641,208,668,31.14,34.00
ID05,ID05_Session01,1,2859,567894,625,417,627,212.98,223.72
ID05,ID05_Session01,0,172,570753,0,22,61,679.60,871.18
ID05,ID05_Session01,0,172,579066,8141,193,479,451.62,734.35
ID05,ID05_Session01,1,9672,618832,39594,589,402,403.42,438.70
ID05,ID05_Session01,0,140,628504,0,491,122,202.30,1183.66
ID05,ID05_Session01,0,141,631988,3344,274,495,430.67,738.95
ID05,ID05_Session01,1,23922,633972,1843,77,580,213.64,295.59
ID05,ID05_Session01,1,58969,658926,1032,776,623,0.00,0.00
ID05,ID05_Session01,1,29984,723395,5500,783,617,0.00,0.00
ID05,ID05_Session01,0,172,753379,0,22,55,442.14,546.38
ID05,ID05_Session01,0,157,759879,6328,259,589,584.23,1560.79
ID05,ID05_Session01,1,8515,769380,9344,288,655,72.09,335.25
ID05,ID05_Session01,1,5641,832255,54360,507,468,279.70,494.15
ID05,ID05_Session01,1,36344,861552,23656,504,468,3.16,4.00
ID05,ID05_Session01,1,52531,905365,7469,796,498,294.16,2728.10
ID05,ID05_Session01,0,125,999803,41907,18,52,894.41,987.17
ID05,ID05_Session01,1,10546,1005819,5891,395,409,519.21,601.37
ID05,ID05_Session01,0,204,1016365,0,207,566,244.93,633.76
ID05,ID05_Session01,0,172,1024037,1625,70,731,1130.98,1168.35
ID05,ID05_Session01,0,156,1030678,6469,23,59,673.64,1359.68
ID05,ID05_Session01,0,125,1033459,2625,57,65,34.53,69.33
ID05,ID05_Session01,0,219,1041647,8063,21,61,36.22,38.36
ID05,ID05_Session01,1,3015,1046616,4750,343,702,717.33,792.30
ID05,ID05_Session01,0,141,1049631,0,299,569,140.09,151.48
ID05,ID05_Session01,1,24594,1053303,3531,370,722,168.67,201.34
ID05,ID05_Session01,1,59219,1078678,781,336,781,1.00,1.00
ID05,ID05_Session01,0,125,1138210,313,24,59,698.64,813.63
ID05,ID05_Session01,0,172,1143851,5516,579,516,718.94,1227.01
ID05,ID05_Session01,1,10219,1145679,1656,178,601,409.91,421.05
ID05,ID05_Session01,0,171,1155898,0,263,723,165.76,1588.45
ID05,ID05_Session01,0,172,1160257,4188,296,723,33.00,33.00
ID05,ID05_Session01,0,312,1164351,3922,342,725,46.04,57.16
ID05,ID05_Session01,0,156,1168679,4016,290,724,52.01,134.03
ID05,ID05_Session01,0,109,1170507,1672,334,724,44.00,44.00
ID05,ID05_Session01,0,188,1172741,2125,379,724,45.00,45.00
ID05,ID05_Session01,0,140,1179148,6219,417,725,38.01,39.00
ID05,ID05_Session01,0,187,1182070,2782,470,724,53.01,53.41
ID05,ID05_Session01,0,156,1185773,3516,505,724,35.00,35.00
ID05,ID05_Session01,0,187,1189117,3188,543,724,38.00,38.00
ID05,ID05_Session01,0,187,1192773,3469,586,719,43.29,47.16
ID05,ID05_Session01,0,141,1199523,6563,629,719,43.00,43.00
ID05,ID05_Session01,0,94,1201523,1859,572,717,57.04,97.83
ID05,ID05_Session01,0,187,1203070,1453,616,717,44.00,45.16
ID05,ID05_Session01,0,218,1206742,3485,665,717,49.00,49.00
ID05,ID05_Session01,0,172,1210554,3594,712,716,47.01,48.00
ID05,ID05_Session01,0,172,1213554,2828,739,722,27.66,68.07
ID05,ID05_Session01,0,172,1219398,5672,254,727,485.03,517.37
ID05,ID05_Session01,0,203,1224742,5172,305,722,51.24,85.77
ID05,ID05_Session01,0,156,1227273,2328,345,720,40.05,52.00
ID05,ID05_Session01,0,171,1229586,2157,389,720,44.00,44.00
ID05,ID05_Session01,0,140,1233242,3485,416,720,27.00,27.00
ID05,ID05_Session01,0,172,1237101,3719,458,719,42.01,43.06
ID05,ID05_Session01,0,110,1241429,4156,19,60,791.83,952.03
ID05,ID05_Session01,1,3219,1248242,6703,280,489,502.16,584.92
ID05,ID05_Session01,0,140,1251461,0,205,705,228.65,463.10
ID05,ID05_Session01,1,2281,1255617,4016,161,653,68.12,330.75
ID05,ID05_Session01,1,18203,1265055,7157,469,760,346.73,1695.59
ID05,ID05_Session01,0,172,1283258,0,634,463,317.96,647.21
ID05,ID05_Session01,1,31641,1286258,2828,628,463,6.00,8.00
ID05,ID05_Session01,1,10000,1320196,2297,502,517,5.00,5.00
ID05,ID05_Session01,0,93,1330196,0,18,55,664.98,844.38
ID05,ID05_Session01,0,140,1334024,3735,37,54,19.03,982.55
ID05,ID05_Session01,1,8766,1337180,3016,307,320,379.02,422.99
ID05,ID05_Session01,0,109,1345946,0,577,675,443.63,2446.36
ID05,ID05_Session01,1,25406,1352493,6438,594,682,18.38,264.89
ID05,ID05_Session01,1,59375,1378524,625,583,646,15.30,28.71
ID05,ID05_Session01,1,1781,1439103,1204,744,414,199.20,873.44
ID05,ID05_Session01,0,140,1440884,0,18,53,811.25,851.31
ID05,ID05_Session01,1,7187,1441509,485,394,481,569.70,581.64
ID05,ID05_Session01,0,172,1448696,0,567,902,455.16,595.76
ID05,ID05_Session01,1,11688,1451165,2297,602,839,72.07,130.51
ID05,ID05_Session01,0,125,1481009,18156,9,63,976.64,1271.77
ID05,ID05_Session01,1,7907,1486790,5656,338,609,637.46,1409.31
ID05,ID05_Session01,0,125,1494697,0,909,294,617.96,695.77
ID05,ID05_Session01,0,94,1495290,468,921,329,37.00,40.61
ID05,ID05_Session01,1,2265,1500525,5141,376,655,635.06,792.07
ID05,ID05_Session01,0,125,1502790,0,557,533,204.27,242.32
ID05,ID05_Session01,0,125,1506040,3125,8,62,723.35,972.78
ID05,ID05_Session01,0,157,1513134,6969,51,62,43.00,70.24
ID05,ID05_Session01,1,43563,1514337,1046,370,598,624.26,643.58
ID05,ID05_Session01,1,59345,1558556,656,307,603,19.70,54.00
ID05,ID05_Session01,1,37407,1640494,22593,289,603,13.89,24.41
ID05,ID05_Session01,1,59922,1677979,78,254,700,35.81,119.23
ID05,ID05_Session01,0,125,1747761,9860,15,58,671.15,1131.99
ID05,ID05_Session01,1,2921,1748980,1094,647,475,757.17,771.82
ID05,ID05_Session02,0,109,1953,1860,1749,457,426.64,558.25
ID05,ID05_Session02,1,10250,5281,3219,1848,568,148.73,808.65
ID05,ID05_Session02,1,11672,63859,48328,1715,503,209.09,782.25
ID05,ID05_Session02,4,282,82406,6875,1534,485,52.70,1779.10
ID05,ID05_Session02,0,109,83485,797,1487,455,52.80,122.73
ID05,ID05_Session02,1,11750,123782,40188,1599,683,254.02,626.91
ID05,ID05_Session02,1,4719,156719,21187,1572,684,27.02,149.52
ID05,ID05_Session02,0,78,161438,0,1306,110,562.35,582.71
ID05,ID05_Session02,1,6640,166079,4563,1694,788,781.17,1062.24
ID05,ID05_Session02,0,125,172719,0,1697,569,222.27,229.60
ID05,ID05_Session02,1,12734,182798,9954,1690,651,82.30,83.68
ID05,ID05_Session02,0,172,229876,34344,1315,104,723.61,1014.02
ID05,ID05_Session02,0,156,233939,3891,1504,803,724.10,758.46
ID05,ID05_Session02,1,8437,247095,13000,1460,760,61.52,717.93
ID05,ID05_Session02,1,32125,278158,22626,1871,853,3.00,3.00
ID05,ID05_Session02,0,157,312423,2140,1313,101,956.09,1324.11
ID05,ID05_Session02,1,672,314861,2281,1474,476,408.10,463.45
ID05,ID05_Session02,1,4844,316048,515,1663,427,191.13,198.82
ID05,ID05_Session02,0,344,320892,0,2332,305,680.03,885.01
ID05,ID05_Session03,0,141,1062,1000,1141,37,400.03,425.03
ID05,ID05_Session03,1,4266,3531,2328,492,603,861.14,1344.46
ID05,ID05_Session03,0,94,8015,218,289,482,236.33,914.02
ID05,ID05_Session03,0,79,24562,16453,255,496,36.77,55.64
ID05,ID05_Session03,1,10344,57454,32813,619,730,432.73,1221.15
ID05,ID05_Session03,1,19000,92642,24844,704,637,138.40,1392.81
ID05,ID05_Session03,0,157,111642,0,20,60,875.92,950.64
ID05,ID05_Session03,0,94,114111,2312,48,52,29.12,30.74
ID05,ID05_Session03,1,3328,124471,10266,176,423,392.46,455.15
ID05,ID05_Session03,1,12141,128486,687,541,721,1.00,1.00
ID05,ID05_Session03,0,172,140627,0,830,639,300.41,490.92
ID05,ID05_Session03,1,34641,153159,12360,669,575,173.25,251.94
ID05,ID05_Session03,1,6531,194441,6641,653,533,0.00,0.00
ID05,ID05_Session03,0,109,220910,19938,19,60,793.06,1018.75
ID05,ID05_Session03,0,156,222832,1813,42,55,23.54,36.98
ID05,ID05_Session03,0,172,227254,4266,762,630,921.43,1291.77
ID05,ID05_Session03,1,15922,231879,4453,433,479,362.00,510.72
ID05,ID05_Session03,1,24641,251536,3735,135,556,3.00,3.00
ID05,ID05_Session03,0,125,276177,0,24,62,286.14,331.96
ID05,ID05_Session03,1,2094,281427,5125,743,511,847.68,1289.33
ID05,ID05_Session03,0,125,283521,0,28,58,768.02,1036.50
ID05,ID05_Session03,1,891,285364,1718,402,386,497.45,521.81
ID05,ID05_Session03,0,109,286255,0,846,740,567.85,861.31
ID05,ID05_Session03,1,20438,287364,1000,846,740,0.00,0.00
ID05,ID05_Session03,1,52844,314959,7157,780,733,0.00,0.00
ID05,ID05_Session03,1,40923,386882,19079,805,429,1.00,1.00
ID05,ID05_Session03,1,52532,435274,7469,838,429,33.00,835.71
ID05,ID05_Session03,1,16813,530994,43188,838,599,31.05,34.35
ID05,ID05_Session03,1,29438,557776,9969,834,592,9.22,11.00
ID05,ID05_Session03,0,141,587214,0,26,52,971.28,1140.05
ID05,ID05_Session03,0,125,591511,4156,848,829,1131.11,1517.41
ID05,ID05_Session03,1,10594,593183,1547,766,608,235.72,242.54
ID05,ID05_Session03,0,172,603777,0,29,60,973.64,1009.66
ID05,ID05_Session03,0,156,608855,4906,179,142,170.95,2404.30
ID05,ID05_Session03,0,141,630699,1016,598,468,808.08,856.08
ID05,ID05_Session03,0,156,631824,984,595,432,36.12,37.06
ID05,ID05_Session03,1,28751,636121,4141,772,571,225.06,656.13
ID05,ID05_Session03,0,203,664872,0,338,572,434.07,3975.96
ID05,ID05_Session03,1,609,667200,2125,374,549,42.72,49.40
ID05,ID05_Session03,1,14250,668231,422,376,547,1.41,2.00
ID05,ID05_Session03,0,125,682481,0,17,59,529.50,630.51
ID05,ID05_Session03,1,2594,685294,2688,316,427,474.16,482.20
ID05,ID05_Session03,0,218,687888,0,596,468,282.99,335.25
ID05,ID05_Session03,1,13265,690482,2376,598,464,3.61,5.00
ID05,ID05_Session03,0,157,703747,0,765,603,163.38,377.96
ID05,ID05_Session03,0,156,706201,2297,765,603,0.00,0.00
ID05,ID05_Session03,0,94,713857,7500,765,603,0.00,0.00
ID05,ID05_Session03,0,110,719091,5140,765,603,0.00,0.00
ID05,ID05_Session03,0,156,727217,8016,765,603,0.00,0.00
ID05,ID05_Session03,0,125,737264,9891,765,599,4.00,4.00
ID05,ID05_Session03,0,187,748014,10625,765,599,0.00,0.00
ID05,ID05_Session03,0,125,754139,5938,157,607,608.05,1000.15
ID05,ID05_Session03,0,375,756202,1938,764,600,607.04,681.05
ID05,ID05_Session03,0,171,760999,4422,764,600,0.00,0.00
ID05,ID05_Session03,0,187,765327,4157,764,600,0.00,0.00
ID05,ID05_Session03,0,125,780327,14813,768,597,5.00,931.69
ID05,ID05_Session03,1,20204,790249,9797,727,661,76.01,91.05
ID05,ID05_Session03,0,125,811328,875,854,647,200.00,1886.15
ID05,ID05_Session03,1,34282,813531,2078,798,632,57.97,213.02
ID05,ID05_Session03,1,33048,874766,26953,771,352,134.24,152.76
ID05,ID05_Session03,1,52173,915642,7828,776,353,1.00,1.00
ID05,ID05_Session03,1,56438,971378,3563,779,406,54.23,76.94
ID05,ID05_Session03,1,47782,1036176,8360,774,473,70.11,83.61
ID05,ID05_Session03,0,125,1083958,0,33,66,866.26,906.89
ID05,ID05_Session03,0,172,1085958,1875,29,57,9.85,13.00
ID05,ID05_Session03,1,3485,1088770,2640,387,427,514.84,516.37
ID05,ID05_Session03,0,125,1092255,0,249,680,291.71,694.22
ID05,ID05_Session03,1,49688,1098130,5750,784,724,536.81,609.04
ID05,ID05_Session03,1,54767,1153053,5235,774,560,0.00,0.00
ID05,ID05_Session03,1,59939,1207882,62,766,568,0.00,0.00
ID05,ID05_Session03,1,19797,1308025,40204,835,664,0.00,0.00
ID05,ID05_Session03,0,125,1339447,11625,12,59,1021.45,1200.08
ID05,ID05_Session03,0,187,1355854,16282,1107,655,1246.69,2946.87
ID05,ID05_Session03,0,125,1373073,17032,1099,653,8.25,1687.59
ID05,ID05_Session03,0,204,1392354,19156,904,675,196.24,3092.17
ID05,ID05_Session03,1,22111,1394073,1515,855,563,122.25,125.59
ID05,ID05_Session03,1,30004,1417824,1640,1215,548,0.00,0.00
ID05,ID05_Session03,1,29925,1477909,30081,962,454,269.90,1135.74
ID05,ID05_Session03,1,4891,1539884,32050,962,455,3.00,3.00
ID05,ID05_Session03,0,141,1544775,0,16,62,1025.15,1392.52
ID05,ID05_Session03,0,125,1549385,4469,1099,659,1236.65,2330.11
ID05,ID05_Session03,0,125,1552698,3188,646,679,453.44,781.03
ID05,ID05_Session03,1,10626,1557214,4391,697,626,74.25,77.79
ID05,ID05_Session03,1,1594,1605125,37285,750,671,69.53,81.47
ID05,ID05_Session03,0,109,1606719,0,13,65,954.15,1047.68
ID05,ID05_Session03,0,578,1612079,5251,599,359,655.62,1008.52
ID05,ID05_Session03,1,9751,1618095,5438,78,567,560.99,869.24
ID05,ID05_Session03,1,43098,1628002,156,291,586,71.59,122.37
ID05,ID05_Session03,0,125,1671100,0,24,60,589.89,1118.19
ID05,ID05_Session03,1,5188,1673335,2110,95,717,660.83,983.16
ID05,ID05_Session03,0,78,1678523,0,250,485,268.30,539.01
ID05,ID05_Session03,1,5969,1681883,3282,523,751,381.16,516.20
ID05,ID05_Session03,1,59988,1687868,16,523,751,0.00,0.00
ID05,ID05_Session03,1,26423,1755669,7813,552,743,14.04,24.07
ID05,ID05_Session04,0,156,9719,9594,615,603,744.95,2061.40
ID05,ID05_Session04,1,46066,12328,2453,881,522,278.06,426.01
ID05,ID05_Session04,1,22658,95739,37345,745,472,43.01,81.04
ID05,ID05_Session04,0,94,129429,11032,22,56,961.55,1278.43
ID05,ID05_Session04,0,156,132632,3109,218,528,511.08,1332.70
ID05,ID05_Session04,1,33877,192151,59363,610,499,393.07,396.65
ID05,ID05_Session04,0,109,226028,0,18,56,762.02,976.49
ID05,ID05_Session04,1,10922,227481,1344,238,198,261.85,349.05
ID05,ID05_Session04,1,9735,242106,3703,364,537,162.23,666.95
ID05,ID05_Session04,0,140,251841,0,502,696,210.54,1820.25
ID05,ID05_Session04,1,15000,254122,2141,530,661,44.82,52.33
ID05,ID05_Session04,0,157,269122,0,24,68,777.70,2340.43
ID05,ID05_Session04,0,125,273763,4484,1024,682,1172.41,1913.49
ID05,ID05_Session04,1,52783,305623,31735,804,577,243.77,755.29
ID05,ID05_Session04,0,141,372656,14250,23,67,912.13,1042.17
ID05,ID05_Session04,1,5125,374141,1344,652,397,710.31,731.09
ID05,ID05_Session04,0,109,379266,0,1099,367,441.08,655.18
ID05,ID05_Session04,0,156,384266,4891,228,407,871.92,990.26
ID05,ID05_Session04,1,28954,389454,5032,363,556,201.06,280.31
ID05,ID05_Session04,1,7781,437205,18797,115,649,283.16,1003.13
ID05,ID05_Session04,0,141,444986,0,745,509,558.32,787.83
ID05,ID05_Session04,0,172,454518,9391,747,509,2.00,185.61
ID05,ID05_Session04,0,125,472190,17500,753,538,29.61,221.84
ID05,ID05_Session04,1,1547,482831,10516,753,536,3.00,3.00
ID05,ID05_Session04,0,47,484378,0,748,281,255.05,279.51
ID05,ID05_Session04,0,110,487706,3281,742,517,236.08,328.57
ID05,ID05_Session04,0,172,494081,6265,754,510,13.89,136.06
ID05,ID05_Session04,0,172,503316,9063,750,514,5.66,166.49
ID05,ID05_Session04,0,140,506832,3344,750,517,3.00,87.58
ID05,ID05_Session04,0,110,509519,2547,694,513,56.14,65.03
ID05,ID05_Session04,0,172,512832,3203,749,509,54.15,247.42
ID05,ID05_Session04,0,125,514832,1828,700,503,49.37,127.85
ID05,ID05_Session04,0,110,519894,4937,750,510,50.49,140.09
ID05,ID05_Session04,0,172,525191,5187,755,510,5.00,210.06
ID05,ID05_Session04,1,3360,528769,3406,723,504,32.56,142.49
ID05,ID05_Session04,0,109,532129,0,741,396,108.34,170.36
ID05,ID05_Session04,0,140,537551,5313,754,506,110.77,134.25
ID05,ID05_Session04,0,0,542692,5001,754,506,0.00,0.00
ID05,ID05_Session04,0,156,544801,2109,741,516,16.40,275.58
ID05,ID05_Session04,0,156,547567,2610,739,510,6.32,236.16
ID05,ID05_Session04,0,172,549832,2109,739,511,1.00,11.00
ID05,ID05_Session04,0,94,552785,2781,740,508,3.16,113.85
ID05,ID05_Session04,0,172,555035,2156,743,508,3.00,3.00
ID05,ID05_Session04,0,188,557457,2250,708,509,35.00,179.23
ID05,ID05_Session04,0,140,565442,7797,743,510,35.01,114.79
ID05,ID05_Session04,0,156,568270,2688,743,512,2.00,16.00
ID05,ID05_Session04,0,203,582692,14266,742,509,3.16,4.00
ID05,ID05_Session04,0,172,585208,2313,742,510,1.00,5.00
ID05,ID05_Session04,0,156,588270,2890,742,510,0.00,0.00
ID05,ID05_Session04,0,172,590833,2407,739,512,3.61,5.00
ID05,ID05_Session04,0,156,594692,3687,731,513,8.06,13.65
ID05,ID05_Session04,0,47,599989,5141,732,513,1.00,1.00
ID05,ID05_Session04,0,125,619146,19110,730,518,5.39,170.85
ID05,ID05_Session04,0,188,623583,4312,748,513,18.68,199.71
ID05,ID05_Session04,0,140,626943,3172,748,513,0.00,0.00
ID05,ID05_Session04,0,141,629536,2453,748,513,0.00,0.00
ID05,ID05_Session04,0,156,632146,2469,748,513,0.00,0.00
ID05,ID05_Session04,0,125,635865,3563,745,511,3.61,210.06
ID05,ID05_Session04,0,157,638833,2843,743,513,2.83,42.36
ID05,ID05_Session04,0,140,641787,2797,746,514,3.16,63.55
ID05,ID05_Session04,0,156,644740,2813,746,509,5.00,7.00
ID05,ID05_Session04,0,187,647740,2844,746,509,0.00,0.00
ID05,ID05_Session04,0,140,649990,2063,691,506,55.08,144.09
ID05,ID05_Session04,0,218,660131,10001,748,507,57.01,165.44
ID05,ID05_Session04,0,109,662115,1766,748,512,5.00,5.00
ID05,ID05_Session04,0,188,664943,2719,746,511,2.24,21.00
ID05,ID05_Session04,0,141,667662,2531,746,505,6.00,6.00
ID05,ID05_Session04,0,157,670646,2843,745,508,3.16,144.06
ID05,ID05_Session04,0,156,673334,2531,745,509,1.00,25.00
ID05,ID05_Session04,0,157,678021,4531,745,505,4.00,4.00
ID05,ID05_Session04,0,172,680693,2515,745,510,5.00,5.00
ID05,ID05_Session04,0,125,683537,2672,748,515,5.83,65.48
ID05,ID05_Session04,1,11641,689256,5594,720,758,244.61,258.51
ID05,ID05_Session04,0,172,700897,0,748,281,470.09,511.58
ID05,ID05_Session04,1,938,703881,2812,754,477,196.06,480.66
ID05,ID05_Session04,0,218,704819,0,744,512,26.93,67.55
ID05,ID05_Session04,0,109,707803,2766,743,510,2.24,189.95
ID05,ID05_Session04,0,172,710022,2110,741,512,2.83,167.78
ID05,ID05_Session04,0,203,714209,4015,755,512,14.00,106.59
ID05,ID05_Session04,0,156,718303,3891,752,507,5.83,86.69
ID05,ID05_Session04,0,187,721569,3110,744,515,11.31,32.00
ID05,ID05_Session04,0,187,729866,8110,177,243,628.87,2843.61
ID05,ID05_Session04,0,875,733147,3094,292,62,214.98,1056.51
ID05,ID05_Session04,2,250,734647,625,261,61,-1.00,-1.00
ID05,ID05_Session04,0,156,756116,0,184,365,51.08,77.83
ID05,ID05_Session04,1,13094,765319,9047,106,375,78.64,165.64
ID05,ID05_Session04,1,57360,781054,2641,106,375,0.00,0.00
ID05,ID05_Session04,0,188,846023,7609,849,812,793.07,1293.45
ID05,ID05_Session04,1,48641,849773,3562,128,609,749.03,1690.34
ID05,ID05_Session04,1,58079,900336,1922,115,521,57.01,82.25
ID05,ID05_Session04,0,141,960274,1859,19,57,442.09,570.24
ID05,ID05_Session04,1,3313,962758,2343,75,293,242.55,859.25
ID05,ID05_Session04,0,156,966071,0,483,268,408.83,1190.40
ID05,ID05_Session04,1,27844,976915,10688,473,460,192.26,452.30
ID05,ID05_Session04,0,156,1004759,0,436,681,96.18,136.71
ID05,ID05_Session04,1,11750,1006665,1750,444,680,8.06,9.00
ID05,ID05_Session04,1,14203,1020993,2578,485,768,94.94,435.03
ID05,ID05_Session04,0,188,1035196,0,24,66,836.82,931.78
ID05,ID05_Session04,0,125,1038368,2984,170,212,206.48,1806.59
ID05,ID05_Session04,1,2562,1040259,1766,849,733,856.65,938.19
ID05,ID05_Session04,0,141,1042821,0,871,399,265.80,368.45
ID05,ID05_Session04,0,157,1046946,3984,907,450,62.43,405.55
ID05,ID05_Session04,0,125,1049775,2672,958,448,51.04,92.41
ID05,ID05_Session04,0,110,1054118,4218,1003,446,45.04,958.14
ID05,ID05_Session04,1,6641,1058212,3984,799,569,238.21,3074.83
ID05,ID05_Session04,0,140,1064853,0,1011,683,258.79,329.32
ID05,ID05_Session04,0,78,1065915,922,937,720,82.73,92.38
ID05,ID05_Session04,0,172,1069556,3563,888,519,206.89,324.38
ID05,ID05_Session04,1,4297,1071400,1672,250,516,638.01,657.22
ID05,ID05_Session04,0,125,1075697,0,246,244,379.95,1547.35
ID05,ID05_Session04,1,78,1078337,2515,157,466,239.18,298.22
ID05,ID05_Session04,1,14968,1078447,32,157,466,0.00,0.00
ID05,ID05_Session04,0,125,1093415,0,484,117,454.68,1243.86
ID05,ID05_Session04,1,6828,1095041,1501,608,534,435.05,1793.79
ID05,ID05_Session04,0,125,1101869,0,1100,365,537.93,1059.74
ID05,ID05_Session04,0,172,1117634,15640,1100,370,5.00,1810.38
ID05,ID05_Session04,0,172,1128416,10610,976,404,128.58,1843.58
ID05,ID05_Session04,1,6047,1132369,3781,165,563,826.44,1700.52
ID05,ID05_Session04,1,3844,1139119,703,570,806,74.97,239.30
ID05,ID05_Session04,0,140,1142963,0,230,611,364.41,417.04
ID05,ID05_Session04,0,109,1144166,1063,237,612,7.07,7.41
ID05,ID05_Session04,0,156,1152541,8266,272,614,35.06,35.40
ID05,ID05_Session04,0,187,1159760,7063,311,615,39.01,39.24
ID05,ID05_Session04,0,125,1164385,4438,361,610,50.25,149.24
ID05,ID05_Session04,0,203,1172994,8484,407,613,46.10,47.24
ID05,ID05_Session04,0,188,1191744,18547,436,611,29.07,151.54
ID05,ID05_Session04,0,219,1197057,5125,436,611,0.00,0.00
ID05,ID05_Session04,0,109,1198713,1437,482,614,46.10,149.24
ID05,ID05_Session04,1,57595,1200822,2000,540,880,272.25,422.41
ID05,ID05_Session04,1,1797,1291604,33187,559,682,164.12,468.32
ID05,ID05_Session04,0,125,1293401,0,415,391,329.56,612.75
ID05,ID05_Session04,0,234,1303870,10344,28,64,506.65,1451.87
ID05,ID05_Session04,1,5828,1305339,1235,537,717,827.94,948.12
ID05,ID05_Session04,1,3500,1314917,3750,760,544,251.21,417.79
ID05,ID05_Session04,1,59672,1318745,328,795,616,2.24,3.00
ID05,ID05_Session04,1,56313,1382105,3688,797,626,1.00,3.00
ID05,ID05_Session04,1,23735,1443902,5484,504,525,375.64,451.79
ID05,ID05_Session04,0,156,1467637,0,30,62,308.65,433.20
