Date,Time,Msec,Application,Window,Message,X,Y,Rel. dist.,Total dist.,Rate,Extra info,Testing
2010:02:01,14:01:13,589,"firefox.exe","Toyota announces gas pedal fix - Feb. 1, 2010 - Mozilla Firefox Left mouse button pressed",Left mouse button pressed,856,554,139.56,221.36,0.63, 
2010:02:01,14:01:14,058,"firefox.exe","Toyota announces gas pedal fix - Feb. 1, 2010 - Mozilla Firefox Left mouse button released",Left mouse button released,644,560,212.08,213.10,1.00, 
2010:02:01,14:01:18,089,"firefox.exe","Toyota announces gas pedal fix - Feb. 1, 2010 - Mozilla Firefox Mouse wheel",Mouse wheel,662,600,43.86,130.19,0.34, 
2010:02:01,14:02:00,962,"Explorer.EXE","2:01 PM",Mouse wheel stopped,773,663,0.00,0.00,1.00,30 Wheel actions
2010:02:01,14:02:01,603,"firefox.exe","Toyota announces gas pedal fix - Feb. 1, 2010 - Mozilla Firefox Mouse wheel",Mouse wheel,773,663,0.00,0.00,0.00, 
2010:02:01,14:02:38,898,"firefox.exe","Toyota announces gas pedal fix - Feb. 1, 2010 - Mozilla Firefox Mouse wheel stopped",Mouse wheel stopped,482,119,0.00,0.00,1.00,55 Wheel actions
2010:02:01,14:02:38,898,"firefox.exe","Toyota announces gas pedal fix - Feb. 1, 2010 - Mozilla Firefox Left mouse button pressed",Left mouse button pressed,482,119,612.70,2483.64,0.25, 
2010:02:01,14:02:38,992,"firefox.exe","Toyota announces gas pedal fix - Feb. 1, 2010 - Mozilla Firefox Left mouse button released",Left mouse button released,482,119,0.00,0.00,0.00, 
2010:02:01,14:02:39,992,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Mouse wheel,616,511,414.27,550.69,0.75, 
2010:02:01,14:02:47,007,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Mouse wheel stopped,1025,214,0.00,0.00,1.00,21 Wheel actions
2010:02:01,14:02:47,007,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button pressed,1025,214,908.70,1755.70,0.52, 
2010:02:01,14:02:47,117,"firefox.exe","U.S. News - Headlines, Storie...from CNN.com - Mozilla Firefox",Left mouse button released,1025,214,0.00,0.00,0.00, 
2010:02:01,14:02:52,835,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Mouse wheel,408,740,810.78,987.75,0.82, 
2010:02:01,14:02:57,320,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Mouse wheel stopped,965,465,0.00,0.00,1.00,2 Wheel actions
2010:02:01,14:02:57,320,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button pressed,965,465,621.19,639.50,0.97, 
2010:02:01,14:02:57,429,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button released,965,465,0.00,0.00,0.00, 
2010:02:01,14:03:00,241,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,896,883,423.66,527.26,0.80, 
2010:02:01,14:03:00,960,"Explorer.EXE","2:02 PM",Mouse wheel stopped,895,882,0.00,0.00,1.00,1 Wheel actions
2010:02:01,14:03:01,132,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,895,882,1.41,2.00,0.71, 
2010:02:01,14:04:00,958,"Explorer.EXE","2:03 PM",Mouse wheel stopped,643,303,0.00,0.00,1.00,12 Wheel actions
2010:02:01,14:04:02,848,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,643,303,116.30,132.05,0.88, 
2010:02:01,14:05:00,955,"Explorer.EXE","2:04 PM",Mouse wheel stopped,840,344,0.00,0.00,1.00,7 Wheel actions
2010:02:01,14:05:13,080,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,774,394,121.93,2429.29,0.05, 
2010:02:01,14:06:00,953,"Explorer.EXE","2:05 PM",Mouse wheel stopped,666,583,0.00,0.00,1.00,3 Wheel actions
2010:02:01,14:06:06,359,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,665,584,2.24,5.00,0.45, 
2010:02:01,14:07:00,951,"Explorer.EXE","2:06 PM",Mouse wheel stopped,703,467,0.00,0.00,1.00,6 Wheel actions
2010:02:01,14:07:24,559,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,777,515,81.12,155.76,0.52, 
2010:02:01,14:08:00,949,"Explorer.EXE","2:07 PM",Mouse wheel stopped,723,511,0.00,0.00,1.00,4 Wheel actions
2010:02:01,14:08:01,964,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Left mouse button pressed,745,478,36.24,55.16,0.66, 
2010:02:01,14:08:02,855,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Left mouse button released,724,532,57.94,67.97,0.85, 
2010:02:01,14:08:03,323,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,721,533,3.16,3.41,0.93, 
2010:02:01,14:08:04,511,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel stopped,690,506,0.00,0.00,1.00,2 Wheel actions
2010:02:01,14:08:04,511,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Left mouse button pressed,690,506,6.00,6.00,1.00, 
2010:02:01,14:08:04,620,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Left mouse button released,689,506,1.00,1.00,1.00, 
2010:02:01,14:08:11,932,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,657,521,35.34,45.24,0.78, 
2010:02:01,14:09:00,946,"Explorer.EXE","2:08 PM",Mouse wheel stopped,652,514,0.00,0.00,1.00,2 Wheel actions
2010:02:01,14:09:19,258,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel,495,582,172.17,1587.11,0.11, 
2010:02:01,14:10:00,256,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Mouse wheel stopped,22,55,0.00,0.00,1.00,28 Wheel actions
2010:02:01,14:10:00,256,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Left mouse button pressed,22,55,180.94,191.59,0.94, 
2010:02:01,14:10:00,397,"firefox.exe","Inventor unveils $7,000 talki...ot - CNN.com - Mozilla Firefox",Left mouse button released,22,55,0.00,0.00,0.00, 
2010:02:01,14:10:04,225,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Mouse wheel,568,877,986.81,1120.93,0.88, 
2010:02:01,14:10:20,334,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Mouse wheel stopped,779,609,0.00,0.00,1.00,11 Wheel actions
2010:02:01,14:10:20,334,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button pressed,779,609,85.16,195.47,0.44, 
2010:02:01,14:10:20,459,"firefox.exe","Science and Technology News -...from CNN.com - Mozilla Firefox",Left mouse button released,779,609,0.00,0.00,0.00, 
